"","Epidish_CBSX.NSCLC.PBMCs.scRNAseq_B.cells","DWLS_CBSX.NSCLC.PBMCs.scRNAseq_B.cells","CBSX_BSeqSC.Vanderbilt.scRNAseq_B.cells","CBSX_CBSX.Melanoma.scRNAseq_B.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_B.cells","B.cells_Subgroup.3.Iteration.1","B.cells_Subgroup.1.Iteration.2","CBSX_LM22_B.naive.cells","B.naive_Subgroup.1.Iteration.2","B.memory_Subgroup.1.Iteration.1","Macrophages.cells_Subgroup.1.Iteration.2","DWLS_BPRNACan3DProMet_Macrophages.M0","Macrophages.M0_Subgroup.1.Iteration.1","CBSX_TIL10_Macrophages.M1","Macrophages.M1_Subgroup.2.Iteration.1","Macrophages.M1_Subgroup.4.Iteration.1","Macrophages.M1_Subgroup.5.Iteration.1","Macrophages.M1_Subgroup.1.Iteration.2","DeconRNASeq_BPRNACan_Macrophages.M2","DWLS_TIL10_Macrophages.M2","CBSX_TIL10_Macrophages.M2","DeconRNASeq_LM22_Macrophages.M2","Macrophages.M2_Subgroup.2.Iteration.1","Macrophages.M2_Subgroup.1.Iteration.2","Quantiseq_Monocytes","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_Monocytes","Monocytes_Subgroup.1.Iteration.1","Monocytes_Subgroup.2.Iteration.1","Monocytes_Subgroup.3.Iteration.1","Monocytes_Subgroup.1.Iteration.2","Quantiseq_Neutrophils","Neutrophils_Subgroup.2.Iteration.1","Neutrophils_Subgroup.1.Iteration.2","DeconRNASeq_CBSX.NSCLC.PBMCs.scRNAseq_NK.cells","CBSX_BSeqSC.Vanderbilt.scRNAseq_NK.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_NK.cells","CBSX_DWLS.Vanderbilt.scRNAseq_NK.cells","NK.cells_Subgroup.2.Iteration.1","NK.cells_Subgroup.3.Iteration.1","NK.cells_Subgroup.1.Iteration.2","Epidish_LM22_NK.resting","DWLS_LM22_NK.resting","CBSX_LM22_NK.resting","DeconRNASeq_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","NKT.cells_Subgroup.1.Iteration.1","Epidish_BSeqSC.Vanderbilt.scRNAseq_CD4.cells","CBSX_BSeqSC.Vanderbilt.scRNAseq_CD4.cells","CBSX_TIL10_CD4.cells","CD4.cells_Subgroup.1.Iteration.1","CD4.cells_Subgroup.2.Iteration.1","CD4.cells_Subgroup.3.Iteration.1","CD4.cells_Subgroup.1.Iteration.2","CD4.memory.activated_Subgroup.1.Iteration.1","DeconRNASeq_LM22_CD4.memory.resting","CBSX_LM22_CD4.memory.resting","CD4.memory.resting_Subgroup.1.Iteration.1","CBSX_LM22_CD4.naive","CD4.naive_Subgroup.1.Iteration.1","Epidish_BSeqSC.Vanderbilt.scRNAseq_CD8.cells","DWLS_BSeqSC.Vanderbilt.scRNAseq_CD8.cells","DWLS_CBSX.NSCLC.PBMCs.scRNAseq_CD8.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_CD8.cells","CBSX_LM22_CD8.cells","CD8.cells_Subgroup.2.Iteration.1","CD8.cells_Subgroup.1.Iteration.2","DeconRNASeq_TIL10_T.cells.regulatory","CBSX_TIL10_T.cells.regulatory","Epidish_BSeqSC.Vanderbilt.scRNAseq_T.cells.regulatory","Epidish_CBSX.Vanderbilt.scRNAseq_T.cells.regulatory","DWLS_BSeqSC.Vanderbilt.scRNAseq_T.cells.regulatory","DWLS_MOMF.Vanderbilt.scRNAseq_T.cells.regulatory","CBSX_BSeqSC.Vanderbilt.scRNAseq_T.cells.regulatory","CBSX_DWLS.Vanderbilt.scRNAseq_T.cells.regulatory","T.cells.regulatory_Subgroup.1.Iteration.1","Quantiseq_T.cells.non.regulatory","Epidish_BSeqSC.Vanderbilt.scRNAseq_T.cells.helper","DWLS_BSeqSC.Vanderbilt.scRNAseq_T.cells.helper","CBSX_BSeqSC.Vanderbilt.scRNAseq_T.cells.helper","CBSX_LM22_T.cells.helper","T.cells.helper_Subgroup.1.Iteration.2","DWLS_TIL10_Dendritic.cells","CBSX_CCLE.TIL10_Dendritic.cells","CBSX_TIL10_Dendritic.cells","Dendritic.cells_Subgroup.1.Iteration.1","Dendritic.cells_Subgroup.2.Iteration.1","CBSX_LM22_Dendritic.activated.cells","Dendritic.resting_Subgroup.1.Iteration.3","DWLS_CCLE.TIL10_Cancer","DWLS_CBSX.Melanoma.scRNAseq_Cancer","Cancer_Subgroup.1.Iteration.1","Cancer_Subgroup.2.Iteration.1","DeconRNASeq_CBSX.Melanoma.scRNAseq_Endothelial","DWLS_BSeqSC.Vanderbilt.scRNAseq_Endothelial","CBSX_BSeqSC.Vanderbilt.scRNAseq_Endothelial","Endothelial_Subgroup.1.Iteration.1","Endothelial_Subgroup.1.Iteration.2","Myocytes_Subgroup.1.Iteration.1","Fibroblasts_Subgroup.1.Iteration.2","CBSX_BSeqSC.Vanderbilt.scRNAseq_Mast.cells","CBSX_MOMF.Vanderbilt.scRNAseq_Mast.cells","Mast.cells_Subgroup.1.Iteration.1","Mast.activated_Subgroup.1.Iteration.1","Mast.resting_Subgroup.1.Iteration.2","Epidish_CBSX.HNSCC.scRNAseq_CAF","CAF_Subgroup.1.Iteration.2"
"15_ipiPD1_PRE",0.453042532385508,0.497887548486521,0,0,0.711748287403861,0.0389682809288854,0.00140173761228209,0,0.0469267813286134,0.00869256348617183,0.096877659104898,0.00474837048454522,0.043384242827808,0.0176595113636644,0.0516361193981075,0.110673244063237,0.0642458999520647,0.0441674393535633,0.0917572654586405,0.200339177503884,0.163541411946658,0.188447742466397,0.302303730177389,0.0853635718624397,0.12549552364382,0.0191306096580759,0.0758266239048198,0.16949376388359,0.0647229166152027,0.215326296163131,0,0,0.0281793093344485,0.211607923130498,0.00995972085575413,0,0.00932592099462624,0.027994654268447,0.0444273549189282,0.031132438077876,0.0664154366239393,0.0555019379201357,0.057867841220847,0.0889437082551248,0.0687074075129138,0.41742166674213,0,0.117658289595759,0.271585096678557,0.0136654278170009,0.221033631490835,0.0434193063597531,0.161547418065319,0.0190361462337252,0.0449747984449165,0.185776714365858,0.0830844715760689,0.0530356108616313,0.0313838106273535,0,0,0,0.20041369542515,0.0301823426133232,0.00272588380613719,0.00504865553281985,0.0431306330680578,0,0.124684034854943,0,0.0317752826571119,0.143188950807901,0,0,0.0145684622308795,0,0,0.0664785566100573,0,0.0320057181516493,0.118044820607109,0.00858633901834125,0,0,0.0711903945199883,0,0.0664004418779066,0.0485978098192995,0.872748434953079,0.46436522829554,0.991366302857799,0.163633390758575,0.123350181912718,0,0.044238162889708,0.0268653110099675,0.0096935829594978,0.0371667211183531,0.0955584258845048,0.424056769311548,0.299526469226396,0.157795672202773,0,0.0687638366626807,0.470856268194291,0.206048514605416
"16_PD1_PRE",0.595266431657862,0.411556198805217,0.00410873377803892,0,0.887236569355533,0,0.0148765900679088,0.0150454445325141,0.0336203201177984,0,0.124565057059767,0,0.156973926798458,0.226668842560224,0.113813381629522,0.465362074066369,0.0170857813497354,0.106061010983177,0.0694635044973394,0.278605099868759,0.580952764450032,0.208801703617749,0.392560628317337,0.223240995817787,0.157961503878753,0.0413676859793521,0.0518645289717798,0.222909215697006,0.0160035619145331,0.0266849094249547,0.0124060494856084,0.0137760284863317,0.107960077534264,0.267189640170084,0,0.0524017048137491,0.0928612230643185,0.0283737270613567,0.0405783189590442,0.0713635385697266,0.0749932984655216,0.0624858470788114,0.0331903458860397,0.0303433222613437,0,0.223784731074615,0.0241547504968649,0.0848999266941019,0,0.00636857015080226,0.218121648396044,0,0.119787853966422,0,0.0151607079026397,0.157096321299336,0.264905041391078,0,0.00123553808758723,0,0,0,0.0189940398513653,0,0,0,0.0743861012006976,0,0.0667093216183618,0,0,0.173303346480144,0.0340170561173401,0,0.0168949897601353,0,0,0.0906916638091211,0,0.0240935519100067,0.0738021023639966,0.0893216909220712,0.0194981075786898,0,0,0.00843105893320845,0,0.00577453897814053,0.624504000878186,0.280851276186081,0.992927340876397,0,0.128032722112829,0,0.0107418237269535,0.0309904446646362,0.0158571511467274,0.0353853563755143,0.226151168526126,0.272839662193072,0.268485092736646,0.163258453253548,0.0131862174860771,0.0377449852663052,0.690245245324613,0.45115571998853
"17_PD1_PRE",0.413537781970894,0.260274651928883,0.106524250419719,0,0.732124261289299,0.0294972527521401,0.000712855240215463,0,0.00900434629545548,0,0.202560835853828,0.025472953452617,0.135890959609448,0.29139499366444,0.0919531200838027,0.263303728747623,0.0908429184843055,0.10268090470508,0.104172741857222,0.118660366675017,0.315965044330713,0.221615388369731,0.246691514208357,0.118248880273426,0.149678397296356,0.0898820510530722,0.106339270406566,0.215582336492476,0.0687193500938136,0.232813427433552,0.135057909971022,0.043721454477979,0.0856447738129419,0.182942900579191,0.104379912261224,0,0.0312124570345698,0.0276025068668348,0.0564021545173376,0.0180892333144205,0.0108999846307773,0,0.00241741243064013,0.107222160175392,0,0.446767810451831,0,0,0.209341448803424,0.0292239101193878,0.0895560007504529,0.0407307573376738,0.165846831621997,0.0402127517504056,0.0489854142771563,0.044337558565933,0.0777201214447606,0,0,0,0,0,0.177993687657629,0.0725845115964033,0,0.00143633694221585,0.00715852455166277,0,0.0927956064295995,0,0.0236898606669722,0.152396989863857,0.0498328790020055,0,0.0109479539633266,0,0,0.0712889859242538,0.0458600377509002,0.0344253338450099,0.0975459391815541,0,0,0,0,0,0.0126534468704173,0.00492354999306708,0.580047989259497,0.191743000136926,0.972203269662883,0.0268705930259474,0.132872813917587,0,0,0.0619869678750274,0.0483976462016766,0.0164550847671022,0.157829514859512,0.182305489895907,0.143411083412392,0.116123000573777,0,0.0764644821709169,0.501558565237753,0.407920331458716
"17_ipiPD1_PRE",0.879433722636967,0.830815647057293,0.151596127586322,0,0.77523632152882,0.027893939106367,0.0116916386133221,0,0.0103004071322977,0,0.124968169030001,0,0.0418797010135738,0.211697931726546,0.0683840977114601,0.225372534949977,0.0662422766410681,0.0951656730312747,0.100169859218919,0.156171294300073,0.371498669602403,0.249075203459967,0.327423344200937,0.138644041372956,0.221182029550402,0.0406599019286752,0.0641709545777203,0.174076887858159,0.0499039032984259,0.221073257076356,0,0,0.0449412812559338,0.253649570436341,0.0969057314355949,0.00523891997785514,0.0275696630484221,0.0146368750984448,0.0586139270119706,0.087976796779745,0,0,0.00591318143494259,0.0364234668710331,0,0.0274957827694552,0,0,0.0484402280369688,0.0289077118317524,0.142607123796791,0,0.0339242652866968,0.0102032960637849,0.0790619700787939,0.191979309069651,0.283495843989002,0.100423094203591,0.0342590612643166,0,0,0.0864776353421139,0.17886485656465,0.0560404983872699,0,0,0.0541884300492438,0,0.0711557032627543,0,0.0573164872132293,0.0884786426113171,0.0465353589536113,0,0.00693518517988179,0,0,0.00747383788594674,0.0632342732741693,0.0169611015447366,0.063229423715096,0,0,0,0,0,0,0.0228307040108413,0.756396069568033,0.234705826922541,0.978341720747124,0,0.128803091243254,0.0188762450302622,0,0.071755367575885,0.0436216128606349,0.0328195204913031,0.213809591081546,0.201241238589242,0.167747264036019,0.125166277268002,0,0.0487560656845917,0.613089799705127,0.433868967223012
"18_PD1_PRE",0.443300619881693,0.395496020345328,0.0581640371642765,0,0.844337634175803,0.0162625530395352,7.7679203419035e-05,0,0.0199030877420914,0.00716048500587377,0.1950356344928,0,0.130481276404776,0.434707728541006,0.118049914899228,0.230957878198863,0.0244831070038582,0.140796929418677,0.0621988538961442,0.392534429540076,0.307735445881689,0.33400812908935,0.446832899714056,0.19379688496537,0.265651269845952,0.0102369153849466,0.0859953935125228,0.185107973784025,0.0423661574424904,0.00856827890562867,0,0.0175771113869802,0.0425769006577086,0.199058061916459,0.0857496777874431,0,0.0386117255389749,0.0459223146866556,0.0434082729047118,0.0729545739009513,0.0422323933355313,0.048656885410684,0.00795349908413312,0.0971310025328262,0.14542545043925,0.385618816552054,0,0.127908679725426,0.0456268948973527,0.0360544854567416,0.147844259875296,0.032219306539021,0.144152216512664,0.051751347528356,0.0815255983358622,0.0598018851827431,0.166342912833954,0.0866565919555658,0,0,0,0,0,0,0.000935213313306415,0.00461445296246992,0.00475462965023626,0.0343138895877748,0.111410922942582,0.00161103160979198,0.049154558511096,0.156150969652812,0,0,0.00995692949385545,0.00250592742551007,0,0.0462192262521662,0.00398026883467078,0,0.0476714354212811,0.216815515341561,0,0.158304425401061,0,0.103883616992127,0,0.00451922025367792,0.631327805908932,0.242987216240477,0.978891197839424,0,0.115604378233083,0.0160283873458711,0,0.0153793419299011,0.033949602911722,0.125664043162307,0.136645595212181,0.184387045467959,0.23175303404921,0.123235922257122,0.0528358903162012,0.00970933775154532,0.490054169743852,0.383138499509714
"19_PD1_PRE",0.498286354346498,0.23616526661837,0,0,0.602913905855878,0,0.000765874501051727,0,0.0199160260549696,0.0193446980158686,0.120337676663189,0.0882094284527253,0.145330077422395,0.120592798697861,0.0408239674724835,0.206941430596022,0,0.0543357285441209,0.0826787294623274,0,0,0.125485016739385,0.30827946852551,0.0478347214627646,0.037035492008403,0.21318887230512,0.0883349910546084,0.37274534992383,0.0496083847481535,0.281004968424236,0.155445762777986,0.0977025001710724,0.116463579253932,0.230798519994352,0,0.0973888816818896,0.0709687863700343,0.0054587061270007,0.0432448465685898,0.0279543674423754,0.0350357549361858,0.0699867733864336,0.0267457207482725,0.0401105750357788,0,0.173690863995612,0.0661963669097252,0.158422670156275,0,0.00887251001488637,0.204335887305464,0.0125363189764282,0.114890294935274,0.0336792280431395,0,0.0837674476648107,0.137995281427617,0.0503325906459214,0,0,0,0,0.0865083401571123,0,0,0.000890987962365135,0.0504819872173837,0.0680420459745181,0.070287173014778,0,0.0218816801437765,0.143617279154983,0,0,0.0521780219792101,0.00425498020008072,0,0.0250119528701245,0,0.0581169481247586,0.11359588154705,0,0,0,0.0139818281662251,0,0.034210443586067,0.0183059325488994,0.802288915673996,0.559756013545658,0.97874661698227,0.546282668382066,0.125268699244182,0,0.01012168914366,0.0060500797273096,0.0165927286874678,0.0303389188234663,0.0629242209796577,0.397205267103514,0.358602416301851,0.16229808823925,0.12434381092578,0.0176660846794343,0.366080617540817,0.158724565841435
"19_ipiPD1_PRE",0.256990031822224,0.482841107309577,0.175255233618098,0.0228809162217701,0.577283776188288,0.103627237670965,0.138301263464741,0.0318084428142904,0.127334389008456,0.102329575833205,0.093437697921253,0,0.0445766398406363,0.129936203688787,0.0580158000686521,0.120968546811864,0.0628532614586851,0.0779395496737915,0.0607181061443522,0.0612170204888479,0.0705250114352934,0.179770108543703,0.130873244269673,0.0773463089260072,0.109876249850526,0,0.0393502086009057,0.098364015457985,0.0267553718906826,0.0792683182173674,0,0,0,0.205829725826226,0.111928235018257,0,0.0702854228721038,0.0692484147896739,0.100559433862858,0.0239883874362204,0.0793346731617039,0.0832833606576507,0.0419163356405627,0.0821636452124646,0.0775088418546202,0.052189178882704,0,0,0.435080242403129,0.143591100757814,0.297932771466152,0.104588592733967,0.223203086773026,0.0367575070727212,0.0928158626940263,0.12971244400232,0.0724974838700051,0.273407363258882,0.0705452921971611,0,0,0.0213369438929162,0,0.0112156171816126,0,0.0108548400124518,0,0,0.0931623508097029,0.0117720243604356,0.127184385772087,0.185932821194958,0.00987142287043096,0,0.0185533578577993,0.169603613255887,0.0296786417560853,0,0.0439513736052964,0,0.069817114980719,0.102701700993047,0.0261795764748535,0.026401373655447,0.0148965101295838,0.0536488317673952,0.00838209123068387,0.023430256600774,0.389321884153775,0.43039326953846,0.877825865779716,0,0.143398513249347,0,0,0.04499706787519,0.0464036914702169,0.0327835094790398,0.108857965857503,0.240524248457122,0.319063407482463,0.147185224972405,0,0.0169352709381801,0.423168316741649,0.14143122874731
"1_ipiPD1_PRE",0.512767615753557,0.340045973973855,0.034818506617784,0,0.654837184085063,0,0.0098386006237751,0.0578825118681779,0.0573697619969113,0,0.0906819596146366,0.0201956764774617,0.201940929401583,0.136498302060167,0.0600842571163103,0.110833910412971,0.00941640669811254,0.0442546981296378,0.141404682048266,0.16441462305741,0.284899993515661,0.135530969848692,0.252371924559051,0.1262721608405,0.0407249161356133,0.0611636321616935,0.0386562177455869,0.217837026611753,0.0348280193621737,0.0804185667884355,0.106477046882752,0,0.068285233021502,0.235926246076135,0.00112322097561146,0,0.025143490099287,0.0147442988270712,0.0505034210107049,0.0737712371106543,0.0315977827529782,0.106715359434112,0.00186418380260054,0.0623530281712449,0.283999183753244,0.356869170642075,0,0.0914732473601962,0,0,0.144667589094221,0,0.236129159165826,0.107052762490308,0.0233328460083307,0.0780020265947151,0.204422246422416,0.0559795221910774,0.0062508984945675,0,0.0101621177428675,0,0,0,0,0,0.0616597328099503,0,0.176976810964176,0,0.106850338682585,0.117986135121212,0,0,0.0126448288659972,0,0,0.0375528076700633,0,0,0.0291004967034916,0.234186521807824,0,0.417764570847301,0.0540447216122149,0,0,0.0120733195660142,0.85997894680995,0.575159687428387,0.989831170302012,0,0.130772549173068,0.0152595334764915,0.00707848924366931,0.0735583811302402,0.0194316438041803,0.0431713608289776,0.140964333495901,0.317662915268391,0.305071263858107,0.17793802457972,0,0.0407016029378042,0.672174169858074,0.21803212793663
"20_ipiPD1_PRE",0.0834298729639994,0.166220970072682,0.374136971633233,0.117553626474438,0.32174310538641,0.0473075957724285,0.306918008975123,0.00608529469360513,0.122822800391408,0.109606862993782,0.0662914759369435,0,0.0117835222860023,0.0219397354335568,0.0872329565883026,0.0579699403609273,0.0167332216208678,0.0625260445968337,0.0287410295381606,0.142660319709289,0.0479857441623351,0.1445749724068,0.0738547507582212,0.0699723443882017,0.00652264458151232,0,0.0294416494992625,0.0238750085663881,0.00213717635203603,0.0736435447757489,0.0237371601130771,0,0,0.195219292693966,0.0688377382358236,0,0.017592618237637,0.0637504802493142,0.399302047018993,0.035454557031454,0.0494872344223832,0.0576166844876308,0.0811022018595781,0.0650728230699695,0.00500035690366503,0,0.231073880776322,0.31055444556615,0.578042888572397,0.661521741665554,0.447650767542905,0.211955034856091,0.334753865165739,0.0935655061778566,0.216225734635004,0.276211431721359,0.167224643542487,0.345895349977306,0.121759002036818,0,0.0402428872463172,0.0335661432028146,0.0117347960443717,0,0,0.0177222250777374,0.0502562956951336,0,0.051610244652163,0.170532502445188,0.21232200564252,0.264053883336319,0.0330435630284435,0.0164968605519079,0.0904059729604907,0.476478394243343,0.00458533220686885,0,0.00724652156807428,0,0.0257628776817725,0,0,0,0.00510208264848035,0,0.00323344735814396,0.00343859397421387,0.0689940304463813,0,0.350298371584348,0,0.179898003776645,0.0241856537355853,0.0185854683742477,0.0157723549269351,0.0814199366400772,0.0294593958825318,0.0964658121187184,0.0348946869044012,0,0.098234498756985,0,0.012298533015761,0.166991719066699,0.084906440312014
"21_PD1_PRE",0.479736441957713,0.247093669040746,0,0,0.698033477072596,0.0035567649871067,0.000342646233736505,0,0.0225534984183548,0,0.233764451771316,0,0.0171743485884378,0.230695029609189,0.0783062916286934,0.381685594760303,0.00830747991168894,0.156729406497441,0.0780914344697909,0.116585046037589,0.138202196241551,0.231076213217987,0.325708200503298,0.114797296854245,0.0588564910541835,0.108482353190523,0.130272092925539,0.292116955768083,0.102248426244648,0.218109332606035,0.124879801939597,0.192451722433737,0.187640009752605,0.200981207705541,0,0,0.0919311805403106,0.0192660658403268,0.0622928944803156,0.0199660852892262,0.0414218320934471,0.0703322690614999,0,0.0730622937255173,0,0.210297562754658,0.0268450866454333,0.122055775881975,0,0.0320470515775695,0.172062926839564,0,0.0607138657311209,0.00200126264285832,0,0.118568916994425,0.0790827550626696,0.00480901761858035,0.0220432750435815,0,0,0,0.193484169736881,0,0,0,0,0,0.0978667750154657,0,0.082886281706993,0.179320188512383,0.00876065997346839,0,0.0471616667343203,0,0.0193543026311764,0,0,0.00445346960641179,0.0461235637984344,0,0,0,0,0,0,0.00557834239015725,0.433260324309621,0.292405935336473,0.966529262076329,0,0.122671298756701,0,0,0.00427612560527948,0.0242735792094991,0.0364741513155574,0.110480344515269,0.305813356738231,0.316651852273296,0.141476639192169,0.18924399597953,0,0.43909062498045,0.310155775768404
"21_ipiPD1_PRE",0.34612144819841,0.388484818115115,0.212616213377116,0.118449529412843,0.848725280834151,0.0954015351923814,0.12539203940915,0.0136444391490607,0.0729646991339668,0.149420107482648,0.186081945769537,0,0.0159117422068535,0.230407442593718,0.0737173179024818,0.240475347638828,0.105046607187251,0.107821742754526,0.0577242027241355,0.0843995724847559,0.0497394045453051,0.219894224674672,0.142711487483886,0.0942399128946649,0.155862022827486,0,0.068932093790736,0.114148819326831,0.0513801397597786,0.147297327385359,0.0178330562530393,0,0.00703111073646575,0.151188113353167,0.0880987356408062,0,0.00333621045922853,0.0148306843147343,0.0675527182737241,0.00588259794156925,0,0.0145847733179546,0.00116916719275786,0.124623394160326,0.0175221821132137,0.213417769263816,0,0,0.283588489734583,0.137519734719574,0.174852002705862,0.00185315351189022,0.138304198610577,0.0665459428236964,0.00844456107625989,0.177741105730664,0.0998598678216848,0,0,0.0116848549554228,0.0416148370808161,0.0612659951313655,0.0837011048086673,0.131521121261641,0.0253108190916239,0.0913533045208743,0,0,0,0,0,0.15484131826926,0.00460515702057912,0,0,0,0.129699864480705,0.0796937395898435,0.0559635085743751,0.00841518647234495,0.0965188224196535,0,0,0,0.0198026948392001,0.00808409722638494,0,0.0334379838328952,0.530085809824039,0.0910006235360303,0.848121238644862,0,0.107692976570206,0,0.0162906676660013,0.0214195316380247,0.0422651242060714,0.0168655042692267,0.156339036261074,0.165330961658333,0.166964239786763,0.0964854927222691,0,0.0188378039473197,0.403949762635232,0.37811829139169
"23_PD1_PRE",0.576944347590922,0.412780851487331,0.128066792608817,0,0.849025806099066,0.00260353573204551,0.00685077620985144,0.0180271414959872,0.0351311934021714,0.00507207352362615,0.138888731740261,0,0.20688481031483,0.367575998857985,0.132033493252818,0.279904903874513,0.0241072752807408,0.128789400923273,0.0661096474573594,0.447066668411539,0.312939274167696,0.24419146737343,0.260022991543777,0.307538949141261,0.108360986393007,0.0234129809762378,0.0707052023335902,0.196301743324752,0.0681943961947803,0.090722464622033,0.0690159772983816,0,0.0909401646087858,0.195255696224075,0.0653012970486561,0,0.0374331741846996,0.0199981098958118,0.0546913775484437,0.0396623076654625,0.0454658151153797,0.0727451213691064,0.0226630737585831,0.0865111164719608,0,0.263399660712343,0,0.0419134357365907,0.0691709697525197,0.0223426318152679,0.0832839369543537,0.032482582058183,0.16671764661467,0.00924201707682088,0.0835056402361926,0.0359917510751796,0.117223238322531,0.0738265090578999,0.0172741778996724,0,0,0,0.127561212924696,0.0630163782795335,0,0.0125560279865506,0.0233798326841914,0.0197904927178897,0.125360424758523,0.00555367518846456,0.0286591721023914,0.188544118086699,0.031552529947111,0.002038128090855,0.0524517350237371,0,0,0.0214611899626231,0,0,0.0485704258639905,0,0,0,0,0,0,0.015868099918888,0.414116942313663,0.289115756888469,0.976904752451682,0,0.108012019041287,0,0,0.0690971871905479,0.0461057662362083,0.124136957264561,0.170352145035046,0.226851153520605,0.248491907311386,0.14118419121527,0,0.067952796199379,0.515051336129799,0.351080890152667
"23_ipiPD1_PRE",0.69550582091919,0.293190401854756,0.0963956163179803,0,0.712183810275965,0.0179260804007811,0.000567422951705917,0.0709015886091079,0.0901892058895365,0,0.117630685922713,0,0.199672986358095,0,0.0945717633833014,0.093241366392933,0.0506740466491069,0.0621642392080079,0.0635090004829519,0.230189918395204,0.416634944564994,0.147207056524712,0.173461424102129,0.141003405832707,0.0580940030496555,0.0518901966059071,0.0552284556985834,0.312479971831045,0.0029288275036983,0.116659170915204,0.0481397950894962,0.088023930612423,0.0868862172492161,0.236274149364208,0.03690508956664,0,0.0783587685997249,0.0215746939425666,0.0441927732154304,0.0666602338323161,0.0412505129402672,0.0720972169430268,0.0428858998276268,0.0546154158436913,0,0,0,0.0136569543633138,0.169632387260588,0.014191558084668,0.152972191330674,0,0.141723386399569,0.0164376109328018,0.00522598092577206,0.153655360247212,0.116401567397482,0,0.0365471812219182,0,0,0.056830053009465,0.235925993118128,0.0129792606046396,0,0,0.0434530961255523,0,0.143596818670112,0,0.0677585316151103,0.159337215034906,0.0758944841488139,0.0703394025058458,0.0534378645473315,0,0.0109858028591198,0.0192407979784269,0.0144082181042576,0,0.0305207200569216,0,0,0,0.0348909033490419,0.0767026960804597,0,0.00741292759719111,0.830598743981549,0.630476832839981,0.992223999970271,0,0.128284857263996,0.0438745142721686,0,0.123893304299485,0.0356010835162252,0.0455012834773223,0.0433687853817037,0.188849121553623,0.303978439485154,0.173014572010646,0,0.0676644633399658,0.512031107194023,0.150949121269539
"24_ipiPD1_PRE",0.544690480032374,0.404444930883284,0.00187576642715227,0,0.741719477080268,0.0312655777514845,0.00907152637278432,0.0640767514912794,0.0549675186413896,0,0.202430628842624,0,0.0215417004417287,0.0517994477851749,0.0633388259074662,0.133039896927139,0.0795687196378062,0.0871241023518516,0.0957737131770961,0.197074946969517,0.188382083756757,0.206616408272186,0.264958696445808,0.151484326074671,0.167282815391675,0.00884828811722068,0.0763655387439943,0.12680013851471,0.0822339663956702,0.115380496483882,0,0,0.0109185550212165,0.196736687744309,0,0,0.00460733068385685,0.0360627074591855,0.0669149287476,0.0302392036453915,0.0177159192667525,0.0103392368619647,0.0316831387892802,0.101686501995056,0,0.379556828852077,0,0.0716523224420938,0.489898331895158,0.019954352143102,0.09966880321967,0.0520572772778287,0.234542569837416,0.0360500305997647,0.00494314314035919,0,0.0195157417308754,0.0568249698964507,0,0,0,0.249557683849321,0.249432234802511,0.095241404610852,0,0.0521497494035666,0.0514611450703097,0,0.210546659093266,0.0479775370126556,0.188344084746711,0.184444511075946,0.092746058008967,0.0148103808382422,0.0814795214583119,0.0344168158320408,0,0,0,0.0940001195921219,0.13740452387876,0.0149246695863509,0,0,0.0909800310783557,0,0,0.114230308147394,0.595656272229436,0.45217877429703,0.942488938314434,0,0.0998217637648203,0.0290632294664844,0.0244420222587797,0.0242433357404912,0.0331557816662831,0.0344892394801009,0.143363559211426,0.235790065031078,0.26579825683122,0.120602989849614,0,0.0161658762554727,0.468702951253986,0.236076670854381
"25_PD1_PRE",0.30041428598019,0.30013093212145,0.193080761335379,0,0.368698429793341,0.000204656618026645,0.00301493813978833,0.0715166305668939,0.0320755158929475,0,0.124695485392964,0.0437599568084128,0.0606175911409063,0.174456228270995,0.0558568815545594,0.101470268166488,0.0639885814134116,0.0862346206647837,0.0724338942091805,0.15986568926535,0.0328294634006421,0.222671180741481,0.203571146494936,0.124570888565993,0.0780765403901334,0,0.082828348541771,0.134632633871903,0.0719747508546348,0.184325082247791,0.0222114641381208,0,0.0189040541610193,0.162531918286823,0.090769485212116,0,0.00394033348204304,0.00560248339190257,0.0619527665800599,0.0179747708097402,0.0174303011696707,0,0,0.133894600747775,0.0650846578901101,0.268996908680429,0,0,0.207662903505383,0.0299863887661217,0.128062712715415,0.0959527415190452,0.217481039022303,0.0501928902535036,0.0577748642358219,0.046845255088396,0.0640822150554149,0.0448638053142738,0,0,0,0.156329947353872,0.0858010830760989,0.156602935391524,0.00755678057575225,0.0616643861580386,0.011932569656426,0,0.0823950577180883,0,0.0673737827785728,0.168586279425002,0,0,0.0317221192197543,0.0797598989558853,0,0.0414120392442809,0.065342144947384,0.028779566403683,0.113510512512019,0,0,0,0,0,0,0.0222620344790686,0.594652628524567,0.308379812415358,0.975009834338086,0.0969699001728509,0.103332997019098,0,0,0.0268369131908381,0.0424605089764232,0.0265679546122333,0.164777291650484,0.195082725866895,0.193478946541091,0.12928660439736,0,0.140047065206494,0.559664785255694,0.248941589790764
