"","Epidish_CBSX.NSCLC.PBMCs.scRNAseq_B.cells","DWLS_CBSX.NSCLC.PBMCs.scRNAseq_B.cells","CBSX_BSeqSC.Vanderbilt.scRNAseq_B.cells","CBSX_CBSX.Melanoma.scRNAseq_B.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_B.cells","B.cells_Subgroup.3.Iteration.1","B.cells_Subgroup.1.Iteration.2","CBSX_LM22_B.naive.cells","B.naive_Subgroup.1.Iteration.2","B.memory_Subgroup.1.Iteration.1","Macrophages.cells_Subgroup.1.Iteration.2","DWLS_BPRNACan3DProMet_Macrophages.M0","Macrophages.M0_Subgroup.1.Iteration.1","CBSX_TIL10_Macrophages.M1","Macrophages.M1_Subgroup.2.Iteration.1","Macrophages.M1_Subgroup.4.Iteration.1","Macrophages.M1_Subgroup.5.Iteration.1","Macrophages.M1_Subgroup.1.Iteration.2","DeconRNASeq_BPRNACan_Macrophages.M2","DWLS_TIL10_Macrophages.M2","CBSX_TIL10_Macrophages.M2","DeconRNASeq_LM22_Macrophages.M2","Macrophages.M2_Subgroup.2.Iteration.1","Macrophages.M2_Subgroup.1.Iteration.2","Quantiseq_Monocytes","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_Monocytes","Monocytes_Subgroup.1.Iteration.1","Monocytes_Subgroup.2.Iteration.1","Monocytes_Subgroup.3.Iteration.1","Monocytes_Subgroup.1.Iteration.2","Quantiseq_Neutrophils","Neutrophils_Subgroup.2.Iteration.1","Neutrophils_Subgroup.1.Iteration.2","DeconRNASeq_CBSX.NSCLC.PBMCs.scRNAseq_NK.cells","CBSX_BSeqSC.Vanderbilt.scRNAseq_NK.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_NK.cells","CBSX_DWLS.Vanderbilt.scRNAseq_NK.cells","NK.cells_Subgroup.2.Iteration.1","NK.cells_Subgroup.3.Iteration.1","NK.cells_Subgroup.1.Iteration.2","Epidish_LM22_NK.resting","DWLS_LM22_NK.resting","CBSX_LM22_NK.resting","DeconRNASeq_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","NKT.cells_Subgroup.1.Iteration.1","Epidish_BSeqSC.Vanderbilt.scRNAseq_CD4.cells","CBSX_BSeqSC.Vanderbilt.scRNAseq_CD4.cells","CBSX_TIL10_CD4.cells","CD4.cells_Subgroup.1.Iteration.1","CD4.cells_Subgroup.2.Iteration.1","CD4.cells_Subgroup.3.Iteration.1","CD4.cells_Subgroup.1.Iteration.2","CD4.memory.activated_Subgroup.1.Iteration.1","DeconRNASeq_LM22_CD4.memory.resting","CBSX_LM22_CD4.memory.resting","CD4.memory.resting_Subgroup.1.Iteration.1","CBSX_LM22_CD4.naive","CD4.naive_Subgroup.1.Iteration.1","Epidish_BSeqSC.Vanderbilt.scRNAseq_CD8.cells","DWLS_BSeqSC.Vanderbilt.scRNAseq_CD8.cells","DWLS_CBSX.NSCLC.PBMCs.scRNAseq_CD8.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_CD8.cells","CBSX_LM22_CD8.cells","CD8.cells_Subgroup.2.Iteration.1","CD8.cells_Subgroup.1.Iteration.2","DeconRNASeq_TIL10_T.cells.regulatory","CBSX_TIL10_T.cells.regulatory","Epidish_BSeqSC.Vanderbilt.scRNAseq_T.cells.regulatory","Epidish_CBSX.Vanderbilt.scRNAseq_T.cells.regulatory","DWLS_BSeqSC.Vanderbilt.scRNAseq_T.cells.regulatory","DWLS_MOMF.Vanderbilt.scRNAseq_T.cells.regulatory","CBSX_BSeqSC.Vanderbilt.scRNAseq_T.cells.regulatory","CBSX_DWLS.Vanderbilt.scRNAseq_T.cells.regulatory","T.cells.regulatory_Subgroup.1.Iteration.1","Quantiseq_T.cells.non.regulatory","Epidish_BSeqSC.Vanderbilt.scRNAseq_T.cells.helper","DWLS_BSeqSC.Vanderbilt.scRNAseq_T.cells.helper","CBSX_BSeqSC.Vanderbilt.scRNAseq_T.cells.helper","CBSX_LM22_T.cells.helper","T.cells.helper_Subgroup.1.Iteration.2","DWLS_TIL10_Dendritic.cells","CBSX_CCLE.TIL10_Dendritic.cells","CBSX_TIL10_Dendritic.cells","Dendritic.cells_Subgroup.1.Iteration.1","Dendritic.cells_Subgroup.2.Iteration.1","CBSX_LM22_Dendritic.activated.cells","Dendritic.resting_Subgroup.1.Iteration.3","DWLS_CCLE.TIL10_Cancer","DWLS_CBSX.Melanoma.scRNAseq_Cancer","Cancer_Subgroup.1.Iteration.1","Cancer_Subgroup.2.Iteration.1","DeconRNASeq_CBSX.Melanoma.scRNAseq_Endothelial","DWLS_BSeqSC.Vanderbilt.scRNAseq_Endothelial","CBSX_BSeqSC.Vanderbilt.scRNAseq_Endothelial","Endothelial_Subgroup.1.Iteration.1","Endothelial_Subgroup.1.Iteration.2","Myocytes_Subgroup.1.Iteration.1","Fibroblasts_Subgroup.1.Iteration.2","CBSX_BSeqSC.Vanderbilt.scRNAseq_Mast.cells","CBSX_MOMF.Vanderbilt.scRNAseq_Mast.cells","Mast.cells_Subgroup.1.Iteration.1","Mast.activated_Subgroup.1.Iteration.1","Mast.resting_Subgroup.1.Iteration.2","Epidish_CBSX.HNSCC.scRNAseq_CAF","CAF_Subgroup.1.Iteration.2"
"25_ipiPD1_PRE",0.669001977209872,0.599028377304809,0.0736426268834213,0,0.591775561928627,0.00095922414896148,0.0277675577932049,0.048996631063115,0.0648329434270597,0,0.0618472996807925,0,0.128734006401664,0.0250789721939554,0.0928266243019976,0.414622926082607,0.0328072094200069,0.118901384171009,0.111703406310155,0.216554996505376,0.509818327023534,0.15411177402319,0.266185300494059,0.0948619276966594,0.202571217879392,0.0240133693733129,0.0519749442304803,0.192915737837976,0.0625213824425081,0.0645921776640974,0.0323400795442284,0,0.0906830997711345,0.263462296605202,0.034583142191468,0.0776849184346516,0.0678142420460303,0.029150681390904,0.0520875686589864,0.108156913780942,0.020980368642026,0.0869011651034651,0,0.0502671644843625,0,0.151699387833835,0,0.171941024431534,0.286905566969909,0.00219356093886662,0.187206238784081,0,0,0.0028226690576136,0.0622962869079008,0.187430481072435,0.189395377835138,0.0389835504230594,0.0148230124017418,0,0,0,0.306526150263409,0.123334609955005,0,0,0.0837095243425629,0,0,0,0,0.134878293738241,0,0,0.0242811461669682,0,0.0487068750492158,0.0953580054832234,0,0.0429564631712212,0.0953403353812131,0,0,0.125505827990948,0,0,0.00884676694987817,0.00613924379668099,0.77138415783129,0.295572427596045,0.993032273621636,0,0.142407795478951,0.00534603682439469,0.0610051837936172,0.0477466839413161,0.0311005376466634,0.0382260175140482,0.232175835481646,0.161651061081431,0.267004050861713,0.119201712210862,0,0.0641853226355685,0.80248976108627,0.427629730114983
"26_ipiPD1_PRE",0.235295621132462,0.368988247223868,0.170748022033992,0.0178167582245386,0.545462048092219,0.181161365327147,0.0689622114108333,0.00705098690795617,0.0472836585804176,0.0650714782461764,0.126513174375218,0,0.0251305182463532,0.148784143594069,0.0563833291643649,0.229728514867856,0.0558129025944648,0.0687347322960457,0.0966436128368289,0.111366628041963,0.0188112171739075,0.20825575338289,0.143352465462071,0.0726340837204687,0,0,0.0611684966210541,0.100588742930453,0.0404561957607192,0.0519765258446643,0.177364201526088,0,0,0.170891717539706,0.0902490063709916,0,0.0214005036181162,0.0522745273952197,0.0793540586667805,0.0514825148581046,0.0475276531412479,0.0301467128866303,0.0481974170875353,0.141318282778345,0.0950022061482101,0.0918377564669123,0,0,0.397350059278982,0.126297693094361,0.102120318479109,0.02315263582607,0.122748595264868,0.051301546013717,0,0.089418465205944,0.0435918267290143,0.00106669447103668,0,0.0139391602248721,0.0400392605985882,0.218070108314528,0.0653981078624999,0.249988640856263,0.0294911550895115,0.124385819186002,0.025176132282395,0,0.106247360747846,0,0.0261736644690965,0.163666540256972,0.118609906242739,0.0331793276412262,0.00730516494371445,0.0521437925690763,0,0.0649335029476779,0,0.0205309883090709,0.0732280312439169,0.0336700288201613,0,0.0884375749617613,0,0.0201929504898294,0,0.00469354566770362,0.778236405708152,0.325352185225469,0.841076141225776,0,0.115702251937163,0,0,0.0123914913147428,0.0450140829299556,0.201646179394135,0.0997184543858056,0.15620874596167,0.135405226101114,0.0842861795943972,0,0.0705544136890827,0.320606202181441,0.208847762148493
"27_PD1_PRE",0.397195469422903,0.250987582891356,0.131904309311515,0.00247014723353145,0.722756346751923,0.00792953123015325,0.0901008713707382,0.217164208849314,0.117544584045397,0,0.0120550742201599,0,0.142943749507961,0.0162128096075553,0.0762193290280513,0,0.0160164473152571,0.0277609689182697,0.104100436258052,1,0.253964499619497,0.106026788102341,0.217390697456781,0.0618451871360584,0.143540444290276,0,0.017905083672413,0.159320523496212,0,0.052858510954406,0,0,0.026789502430959,0.212826108602223,0,0,0.02338687340313,0.0183476417934167,0.0454076637353714,0.127654675045397,0.0685744073880729,0.147127958951148,0.0576568139993284,0.0936787764688048,0,0.562596772693843,0,0.0226729823707122,0,0,0.137733527267238,0,0.0234450499705829,0.00533577496717865,0,0.0155390358707338,0.124469966715864,0.0669446826934861,0.0160164973039588,0,0,0,0.277243653248077,0,0,0.0755287795945435,0.0675060376616378,0,0.223024559256311,0,0.11751733971086,0.124768483126512,0.0710056864717617,0.0280567262772666,0.0106727955239423,0,0,0,0,0.0761299755832759,0.117390431260548,0,0,0.00849987506419564,0.285648012334106,0,0,0.00803004801363516,0.887584036410801,0.502361324358663,0.970837908032084,0.0474776013203528,0.149979165452137,0,0.019491853567233,0,0.0072145586445164,0.0554076924674495,0.12667937725254,0.197128055474863,0.336901829797003,0.17412775706167,0,0.0692924949073703,0.623588465010636,0.24503780197323
"27_ipiPD1_PRE",0.282609587749351,0.332838705958773,0.186424059822357,0.0303158982551489,0.603953725059548,0.0949692399028027,0.0372407075929415,0.0280914059183513,0.0492695327395255,0.0409788004104917,0.195628885644191,0.017296158156482,0.06493708155625,0.452943016414927,0.0663269712887744,0.235770916797331,0.147254917836588,0.123509532158657,0.0421910994228364,0.217930229296467,0.0457141786825314,0.227458200659893,0.15716203724405,0.12185497441878,0,0,0.0733337220398011,0.109104822649599,0.05548963487718,0.0327792065024982,0.361135619109544,0,0.0387519454607407,0.15507846284942,0.0797643458839756,0,0.0242351068370849,0.0507317751542363,0.0825075441019004,0.0099898472792834,0.0247579995915174,0,0.0109693865021251,0.1496339092117,0.0537691022534907,0.200344350585676,0,0,0.322388052452695,0.127169722060403,0.128629139716432,0.0755713564491213,0.173196407690283,0.0718861318968584,0,0.053147655045751,0.00644585566842,0.165385717160762,0,0.0660446861501968,0.124003583267643,0.211800524434616,0.167060301578831,0.0697351330287661,0.0395323833420852,0.0988342457753883,0.0170744319915888,0,0.0435741568327966,0,0.0528525725100267,0.199572164707986,0.0556978739713992,0,0.0342343428213537,0.0157904758477822,0.0673457627546039,0.0155289597599199,0,0.0139245516668155,0.10987619967581,0.0255442808360969,0,0,0.0440782505769475,0.0149139480426368,0,0.025495176293009,0.566619301696394,0.409978445424875,0.873478972141664,0,0.0826650152040929,0.00275807785696384,0,0.00775526503690143,0.03784944490065,0.0239850690784493,0.13251487454344,0.154457916227728,0.189036392432804,0.0989495005987964,0,0.0351204100994246,0.430898332300164,0.180322388432362
"29_PD1_PRE",0.383701124630617,0.224344254795464,0.0148636443893074,0,0.673289906979153,0,0.00998163684008766,0,0.0540391945160392,0,0.0467308285612948,0.0208157414028589,0.175447871322359,0.458662390507809,0.063375758411366,0.303186836552934,0,0.0495704147172134,0.0946155780229646,0.208101506445041,0.069150363821342,0.11993961322737,0.387186423524015,0.108424021758539,0.231744267732647,0.0729101392369024,0.0376693704742751,0.225998996035742,0.0184786584570964,0.00656606823200205,0,0,0.0665861771112459,0.248170117635038,0,0,0.0325662558255043,0.0540532907083447,0.0719317137239347,0.109268779356267,0.0173031916340493,0.103959397803525,0,0.0629434383309253,0.253799953783945,0.462142572838273,0,0.129387392423381,0.457080550039939,0,0.139753299749792,0,0.176463925901818,0.0730598132629739,0,0,0.115272837119305,0.0495170980823061,0,0,0,0,0,0.0223926797353417,0.00279153671385981,0,0.0892548519420611,0,0.170183250962238,0,0.075730072236675,0.182717574215779,0,0.0550426200996296,0.0816809730711731,0,0,0,0,0.0517586626269249,0.0546445079457782,0.309915494068651,0.0168139553490249,0.0151066956309091,0.238815380155545,0.0578169213894663,0,0.00763338596715523,0.759717260237989,0.642978348322592,0.999268202218054,0,0.137281738511269,0,0.00057858613272167,0.0707704312215015,0.0195617849302672,0.050091715417907,0.0698568010011219,0.365000580099701,0.388015718955658,0.209888433271076,0,0.0355744579884827,0.606141891545887,0.184273999262778
"2_PD1_PRE",0.354698501060401,0.41927969175249,0.231402411940269,0,0.577997007624721,0,0.00730727083218295,0.0090198547902811,0.0231292319768563,0,0.268181605640338,0,0.11140988326991,0.205987344252761,0.117837634132294,0.238013316670477,0.0577405911760809,0.229659116483414,0.0799389208981051,0.393448333782955,0.371855075359076,0.292432003585004,0.292517811338367,0.218556005819608,0,0,0.134299697848182,0.171858899180583,0.0592108600246542,0.158393774580716,0.114083617252041,0.0392251134118228,0.0892589162939998,0.207915652280714,0.0939182101481181,0,0.124249078210147,0.0561912289375272,0.0898697044324551,0.022354928694883,0.0262573739008115,0,0,0.0757614591228936,0.0864510753695714,0.0913683395985555,0,0,0.355893641324676,0.144140362019633,0.147648086789705,0.0965945767123394,0.216215142339349,0.0288947990777808,0.139544598892143,0.232456882982912,0.210044463251904,0.0730906723606333,0,0,0,0.0976163824173607,0.0470109655296753,0,0.00303805524583912,0,0.0243411302066697,0,0.130807758598763,0.0460265296292578,0.125507206349765,0.182602401203283,0.0754479490598795,0.0899301983967813,0.0222462892743926,0,0,0.00349899005230139,0.0139168751740496,0,0.0813623285208736,0,0,0,0,0,0.00595289266607173,0.0089725222101078,0.211383087695787,0.115114421042061,0.929373416660594,0,0.118022150274149,0,0.0681252610594588,0.0413863213562712,0.0494029346799667,0.0226016799358152,0.214192344299779,0.113267045331161,0.110929594343197,0.0834834813916826,0,0.0502334056745498,0.439577654910263,0.310751631546932
"2_ipiPD1_PRE",0.616016212265075,0.437681127373614,0.022027573879508,0,0.832293758548609,0.0345417444089793,0.0110959320649009,0,0.0075339606732168,0.0914504164759583,0.161155010565751,0,0.0316193433105439,0.167215143362883,0.0735808832846013,0.450174200326192,0.0108568846603006,0.133363247116258,0.0741119824325261,0.267989126597165,0,0.229485515460808,0.327339037255237,0.0838270754516082,0.261318926422633,0.0339711332433675,0.0782073783610054,0.169229260115487,0.127306024639152,0.0870131775139444,0,0,0.0164668314101717,0.235952340994214,0.00422800699600279,0.0216576397177905,0.0213468114219987,0.0333259967872358,0.0602971549970877,0.0745968285879313,0.105522042883438,0.164085164990488,0,0.0590594287823669,0,0.376046436421281,0,0.138955101503283,0.00910090486191827,0.0243872706629088,0.09292703088259,0,0.120238428752294,0,0.0551378030641901,0.276808707171723,0.206146800868565,0,0.0199342976587027,0,0.0377534734198947,0,0.112077468490233,0.0562798551285199,0,0.00440214039217793,0.0311517907558839,0,0.0773730136251411,0,0.0246641120234311,0.159657804375487,0,0,0.0106899192996402,0,0,0.0204918174993406,0,0.0200329693603137,0.0449748476179493,0,0,0,0,0,0,0.0151746881533158,0.651391172835592,0.237460383532017,0.968774801195662,0,0.140341604810781,0,0.0513558371198988,0.0304940589145641,0.0437025729956185,0.0372280720710466,0.127879377440573,0.21590584100708,0.159980943944407,0.0911145762312053,0.00633551358855125,0.0269717048738255,0.522487277310622,0.379135969175207
"30_PD1_PRE",0.760540321796171,0.684548417123391,0.0166140318166934,0,0.895442050767712,0,0.00037175600847072,0.0649236760113536,0.0583956624891604,0,0.100365471469906,0,0.0440374530357783,0.531164837479674,0.0741868519428543,0.610541555103705,0.0232633130484472,0.124659186346621,0.100964377624689,0.25765131820632,0,0.281638775618133,0.404299898459487,0.146255614155581,0,0.0219162265467083,0.055318112961348,0.187027793948282,0.0296956152168197,0.0213557364283558,0.0658886810555334,0,0.0748052542910301,0.201110593263372,0.0056418313736055,0.0482691260870855,0.0767050177282494,0.0285724043100407,0.0319313618197877,0.0398191203645209,0.0439917160834751,0,0.0265281375796952,0.0981885659753741,0,0.0699571820423175,0.0423567320789003,0.184111455211052,0.370025372081473,0.0224462298939712,0.225710092407288,0,0,0.0148226347772823,0.129962435918704,0.289948794173487,0.325442519321177,0,0,0,0,0,0.0343725965984945,0.0450335575543833,0,0,0.101584233309563,0,0.110967655607105,0,0.0566891817841609,0.166935584256013,0,0,0.0521177882012338,0,0,0,0,0,0.00150347516052494,0.0916056455989514,0.0375154400620082,0.0440066517251695,0,0,0.037985796864015,0.00640721558583042,0.757034898216114,0.191817670796727,0.996117860795671,0,0.129783615755662,0,0.0651677928334554,0.0273647821230555,0.0256465571588277,0.178114172189611,0.134796919541172,0.193117118280295,0.272905951240779,0.126000009086251,0.0125974764991599,0.0252759626790475,0.502509288183819,0.488344565307717
"32_ipiPD1_PRE",0.349302244237424,0.496339304509678,0.113270545526986,0,0.717571958426613,0.133374359273186,0.0278680970063707,0.00046728882727864,0.0269103690329285,0.0446663575425781,0.193220016765137,0.0376373624259713,0.0644599891142243,0.283918960523214,0.0857476635557674,0.378546255282126,0.121897913180883,0.109723436506548,0.0606038240140025,0.205332603293598,0.139215182476435,0.192752017405328,0.154805283411419,0.152868625637876,0.0337769673371104,0,0.0971653856161115,0.113539769170133,0.0418863614479441,0.0530304844066725,0.0586019130103277,0,0.0387293350016149,0.228582398789914,0.158137094982134,0,0.0892138177071737,0.104807601971642,0.118899192010006,0.089627564125614,0.0741909640216732,0.0512308155263743,0.0686106620521702,0.107713562488122,0.12742135238768,0,0,0,0.146275359000625,0.0724667019428728,0.135550802413286,0,0.0513861283840542,0.0995148599723661,0.0166648196884913,0,0.108520720260711,0.0946608985365941,0,0,0,0.290294485285718,0.0825399872428349,0.073339895158425,0.16694408822335,0.0222847117614102,0.0615922566270101,0,0.0831475788574768,0,0.0454877166065996,0.200648563566569,0.178533474768275,0.0711447276937932,0.0530014607279664,0,0.0500763227762647,0.141149636505888,0.11083490563127,0.00531753960341615,0.0401864142148089,0.0681680566171329,0.0125540953176892,0,0.146397489307832,0.029881955679746,0,0.00655931301613397,0.693913569557923,0.359164194402676,0.835754944430585,0,0.0924869798516873,0.0424639867026376,0.0312188089295541,0.00144484456641764,0.0242133268381542,0.0252404060637311,0.0611510441814901,0.135061124011213,0.261140403518264,0.0956134326801233,0,0.0396925643317212,0.317605339143791,0.125842012811373
"33_ipiPD1_PRE",0.525128754865881,0.388800513540675,0.115477709705485,0,0.680508062178996,0.000376530244958985,0.00263002499215828,0.0161036797251205,0.0164669919101024,0,0.162918453111509,0.0052763630671131,0.14663406112008,0.142962329332787,0.0696220357349902,0.28106560209595,0.085525903158117,0.0823747806892516,0.107567889675553,0.149136561383947,0.0819980132550285,0.207427145747098,0.296972307953944,0.178870817569081,0,0.0475197402285864,0.0914717559355376,0.217580575074223,0.0596741344490925,0.140964425775069,0.43621115626286,0.00842913381999288,0.10111412734181,0.209674994066345,0.0641733138637659,0.14105300309089,0.0383088292262768,0.0181405304999534,0.0375112481038365,0.0197299387636383,0.0233639231932725,0.0691139691101333,0.0343275319790485,0.0859911029045666,0,0.282480293317122,0,0.0641888673736547,0,0.0115138333418111,0.176100803462992,0.0135051940383583,0.115289653229198,0.0535532381557677,0.0623076852988985,0.159463120593171,0.0865402914320142,0,0.0169633621175714,0,0.034676659253368,0.0116692920055071,0.130919194501527,0.0336119059256431,0,0.00320533941822435,0.0632631420192362,0.0579870331893074,0.143113679646758,0,0.0396193029487321,0.150198911915374,0.006038940165807,0.0144148005796269,0.0508895919696793,0,0,0.0793376807781155,0,0.0323641329556528,0.0650162329551575,0.0405192001020192,0,0,0.00699314121463245,0,0.0204620094601927,0.0395715075858819,0.729200244937619,0.336731147996707,0.971772218894968,0,0.113251026533664,0,0,0.047945641126757,0.0331819084537312,0.0731957026887556,0.129111740312222,0.267055944349697,0.314179620757839,0.13501534445178,0,0.0312032518956287,0.538334356363931,0.241326946083224
"34_PD1_PRE",0.31196643196043,0.516916890598292,0.0645474503624624,0.0193601551143211,0.656169753320085,0.244058831807189,0.0785538929464014,0.0444074719015465,0.0972042026222202,0.104142224953179,0.12980511014749,0,0.0635197195136299,0.280774291356221,0.0757547736838222,0.215180652339385,0.066842119680267,0.0896205729605619,0.048899220324455,0.137078873398391,0.0135762842096321,0.211485756817257,0.185050770739293,0.122080043549974,0.131736735951358,0,0.0438098249814511,0.109390953519719,0.0228197883275218,0.0813916182169019,0.0641640294707314,0,0.0129478998286957,0.214462801390042,0.00364316820921005,0,0.0395040915668403,0.0410083853321905,0.0761454014675679,0.0135232841634979,0.0611801195109975,0.0664382978416828,0.0232498101752521,0.0756258578546148,0.0589591270102432,0.161294386764872,0,0.0570808704324411,0.321002354542362,0.114874294911204,0.181670609089345,0.0136954812612887,0.152925591521914,0.0563205327866955,0.0909708674079741,0.128338273779793,0.0776563602730139,0.070911224432192,0.00128858074754703,0,0,0.0185638551923256,0.0121273948162253,0.028925039179189,0,0.0148898979367042,0.0760335133367864,0,0.149201697796526,0.0242127471110758,0.0882013355571032,0.189785766969167,0.0925199293338682,0.0323773443969451,0.0281123108998605,0.0380937772712766,0.031635656706566,0.041153370415484,0,0,0.0871304440914108,0,0,0,0,0.0378433440135207,0.0250863337955897,0.00129990866685866,0.518655587615918,0.410783481734193,0.913611737732449,0,0.115342465485052,0,0.0290072808842866,0.00322059276046618,0.0324136857786635,0.0248102775097162,0.132061039155792,0.180362240186991,0.251499199395049,0.0891907385469888,0,0.022119202974447,0.441342725690391,0.206489434632636
"34_ipiPD1_PRE",0.629868919684643,0.35192042768466,0.0581012119874311,0,0.7352213599068,0.0682236418643155,0.0152045693409356,0,0.00382975929053182,0.0693515409181538,0.120986905657591,0,0.0787433576292082,0.337451715882883,0.0483478328810036,0.467772801226298,0.0266694940492734,0.215189850371219,0.0866589548687059,0.0478047078670884,0,0.148942223245501,0.219254232368063,0.209182464947795,0.219485869417604,0.0222437172988648,0.0712298924157247,0.162836395098284,0.0612741998382236,0.145692213870849,0.0061642380258293,0.0175799159195636,0.0902212013827585,0.193036425967313,0.0348158784854278,0,0.0781453526169735,0,0.0596596298418108,0.0392892222986838,0.0133921086626,0.0241289848525189,0,0.0952844254094088,0,0.358328806402595,0.0125011696754246,0.0468755860378985,0,0.0212520503768067,0.142829512461851,0.0103267692986171,0.0495727124922314,0,0.101069954886414,0.181714579895243,0.184986496941834,0.00643839563766738,0.0081955959910459,0,0,0,0.242534922794335,0.164941027825755,0.00618570480935455,0.0289422255123146,0.0542155483511532,0.0993058745611641,0.000110343897587099,0,0,0.15085173910057,0.00052141790101561,0.0387367694169364,0.0158225948846204,0,0,0.0432268824683904,0,0,0.0977021588006548,0,0,0,0,0,0.0232021220300109,0.00636232229781566,0.407711788659329,0.348241732494141,0.960207345669448,0,0.1313801684656,0.0453322294859738,0.0583570575791461,0.143231313996665,0.105621035675686,0.0276094113730303,0.174990421019854,0.233763510051957,0.216396750349289,0.123554080264857,0.00157950785720734,0.0141127128736879,0.543155920610029,0.232457492280641
"35_PD1_PRE",0.179068682850778,0.31125887289784,0.270492740749708,0.0735912373057765,0.52645892705679,0.0275048850876024,0.0691234631642544,0,0.090794600153866,0.0374751827681108,0.16340207365613,0,0.0400513225651854,0.0741603730171418,0.108098389169782,0.0779838989271491,0.152755177869466,0.0937487567168819,0.0775842270460662,0,0,0.160250076145029,0.0932090061028218,0.0361395056977105,0.0290847645630756,0.0617264227510401,0.0781551216607757,0.147586884491261,0.0283221033695337,0.473453646208847,0.0927331021458762,0.0202155100752191,0.0670587310300052,0.16970996240172,0,0,0.0355040966788266,0.0739284622249787,0.0882377301315945,0.0561024358159503,0.031619542988981,0.0258810143234571,0.00853754192252963,0.10560708208741,0.0640849163066788,0.0781985165427402,0,0.0208907822750948,0.258546089669982,0.161285275407996,0.204693351955807,0.0796503670022564,0.283565882153946,0.0529474735371261,0.0836358758396939,0.102856435868772,0.0703786675924528,0.261228457140128,0,0,0,0.0199672667896377,0,0.0221014786783842,0,0.0393253358052309,0.0282488891465156,0,0.0633773522404574,0.078754165623443,0.0697081151499843,0.22001435966177,0.0221404528325228,0,0.0422791628269416,0.0588113965246849,0,0.00483293324172733,0,0,0.0923363421700075,0,0,0,0.0378622141949364,0,0.0646591854918211,0.0361985644617928,0.197181462285165,0.201769195031867,0.89014406841957,0.516000119936988,0.117097527279263,0,0.0519780349235138,0.00480769618005284,0.0517585965274215,0.0118707361349297,0.141853554714876,0.142927933391751,0.252984680363342,0.135345093205646,0,0.0660159378277793,0.360246382422535,0.255382253354492
"35_ipiPD1_PRE",0.222608451635724,0.423637819445385,0.166451348098434,0.0113165891833128,0.549447265186836,0.0505337288385385,0.102620556726953,0.0924050224343616,0.0651067593584719,0.0627325187588583,0.0179260642295783,0.0452497360344183,0.0249505755740138,0.0143704126395955,0.0447221009450229,0.0196345474187565,0.132741753640199,0.0435569680371619,0.0847633790668062,0.188231587469371,0,0.121541805674797,0.0765401549292874,0.0614009537547134,0.0403517206062921,0,0.0438688390559497,0.120221598711588,0.0328286150560966,0.200275285215171,0.210004738780988,0,0.0577753896994199,0.159464541321674,0,0,0.00279052904877861,0.0123322487416469,0.0634766045515704,0.0611399850042978,0.0560723272300587,0.0803295087802333,0.0345436125078899,0.121462282741218,0.16055961273133,0.207042060964217,0.0585742778732489,0.220407844555618,0.531751038711695,0.112588976478022,0.239503851629839,0.0466875446683632,0.192565375137758,0.0378097327707063,0.109134899038511,0.157451275575258,0.100894470411321,0.211074853242397,0.0262043474503031,0,0,0,0,0.0720525511532195,0,0.038436422035922,0.0822074794929068,0,0.0710021257086337,0.00140413309300881,0,0.191991863272426,0,0.0149141332190048,0.05538767994275,0.0125464041816409,0,0,0,0,0.0680432829869788,0.237982324323339,0.0263753041845981,0,0.118961276774594,0.0621853980853249,0,0.0978625357391368,0.631937227745309,0.508332776208185,0.913659227719357,0.241194280132684,0.122880206280165,0.0607579659339007,0,0.0137056509347594,0.0337362444396097,0.0348152594701492,0.115364985476978,0.239529206884934,0.321912223026913,0.182253703951784,0,0.101036282285388,0.420756963500231,0.17116876159659
