Sample_15002	Sample_14958	Sample_15467	Sample_12889	Sample_11817	Sample_11522	Sample_14428	Sample_13774	Sample_13634	Sample_14965	Sample_12935	Sample_8356	Sample_12929	Sample_13636	Sample_11918
AURKAIP1	351.047987543615	205.698408223266	277.388072583828	297.559506302739	256.035038769733	308.230321466275	257.812437636025	213.603846099713	235.539223960648	251.793506361316	253.798070610838	274.732798532864	266.158232208587	345.657703689536	216.015075689245
CCNL2	56.3244830480418	52.4693648529288	54.9151614713387	50.501003441476	54.3836789425804	71.758247359529	61.9754168692664	69.9531789749621	61.0532757044885	66.648676034938	77.7639274621031	77.8713272423439	49.4974999630422	126.540939748801	218.649605899378
MRPL20	358.264259249934	201.569919388778	281.503989997559	281.707059171599	320.018749354141	359.903960995101	247.207180267735	192.424069963215	228.387427591481	184.657281173127	287.199092632552	328.877251710367	258.941742354057	297.673021288584	261.117272991246
ANKRD65	0.0224698524619157	3.66899051269916	1.72898549144448	0.109667798028076	1.04579392568279	0	3.40339379518128	0.573734052311917	0	0	0.296638908310135	0	0	0	0
TMEM88B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA1	0.242533879148825	3.11965334201749	6.64889179471409	0.112680466601537	0.0847722941816014	0	8.57448576130491	0.343087528195786	0.0347082168951076	0	0	0	0	0	0
ATAD3C	27.6428962123047	0	15.5169784134319	8.42608599668575	3.44625552735881	2.15003358327748	4.52096222616655	3.42086957722581	2.29208041823497	3.67050602405887	3.79733461928561	0	0	16.5965836752102	0
ATAD3B	5.40443350519071	4.4035048164688	6.13647256818846	5.74086539803397	7.66495796891609	16.8699600656808	6.51625284829191	8.15137024556789	8.08390288597241	6.39320804511314	8.45642935839542	15.4423867129176	6.95824833895231	9.60497353213389	22.8450608116027
ATAD3A	7.74396401748265	4.00134361231955	7.64767634855052	3.89570878096536	4.20844528561128	6.35739070234371	3.69305512607739	6.01354858558386	3.35619596050629	4.42397546714432	3.11883625015584	0.902092540934645	4.35687909269231	9.81511826792228	23.7508441601584
TMEM240	0	0.51290116701125	0.0824766705066284	0	0.291324186624676	0	0.0540299929341782	0	0	0.540535308146334	0	0	0.75492485345507	0	0
SSU72	145.385071153659	107.229840866202	126.362777729121	155.21564444391	155.221359968939	178.290488303898	145.966564203195	133.658673762731	135.361297728501	140.537187271468	146.159077464893	144.831276533762	168.576553942512	132.613272303862	146.277686962204
MIB2	18.2591071707672	20.7218173302323	23.9261520723709	16.639388593362	19.7280900993277	22.3318244449697	24.1380698178304	28.4460984339827	21.7847927559727	32.5254546347589	19.2988683486391	42.9714520605927	22.7430059685313	22.5805448549918	40.6017655786362
MMP23B	1.50078828534602	29.7690710484005	8.38791880506579	4.80538662555123	6.28586733827125	2.51945415301715	53.0128212847605	8.18534903013305	1.2852637442625	14.2693561243251	5.7789504413787	0	3.45090666523005	9.45071962294098	0
CDK11B	22.4789742546688	17.3470705515932	34.2091151850264	22.1266646663515	38.5994181765068	42.3493817880804	25.8969190535292	30.0271215866418	25.3184290146142	34.4712421177363	40.4433638574354	46.0860974497542	54.3875126265161	26.8005226528888	66.6150880098224
SLC35E2B	4.70829668748582	4.53703965341408	10.816227273646	10.06745135359	4.61755021864326	6.31054343034543	9.90160275207873	9.65883199131119	8.32329684476449	7.61774716749242	8.06440921293128	9.23908398310334	6.24071130297457	23.3657850728692	25.8701004124537
CDK11A	66.9577417742563	29.0357490069803	84.9624314557168	69.4064665701	69.9617433671451	108.432520822593	74.5205917638937	93.9626118168019	92.7689879451688	93.4398756272415	112.653934335645	63.175194172436	78.4882940295592	131.243107503883	309.773819396732
NADK	34.5860859035468	30.2567157722838	33.413809494527	54.2233315580272	24.5934829976962	24.0039206086422	43.7502482529175	35.7878289630765	38.1130379127472	27.5170641825251	25.6459123850002	36.3140030980152	39.1410168525379	45.9453081962266	35.5932611532857
GNB1	112.418156546938	143.178264559744	107.659011407698	89.930892639015	185.518812405396	109.24545364637	106.615847770637	137.47648425021	101.495176057684	157.948254571328	116.553727614563	262.276855682511	174.108076546871	142.385313574945	509.004895052588
CALML6	0.281298119711523	0	0	0	0	0	0.15410969747648	0	0	0.153651214222729	0	0	0	0	0
TMEM52	1.44849384241282	4.15846293960096	2.52162852813864	1.47799246902236	0.0732097845569575	3.43886081817171	0.555065283041104	1.72327985204145	0.3960864429324	0.351992620717477	0	0	1.42542588064493	2.98164745461269	0
GABRD	0	2.51317961618925	0.122765332854939	0	0	0.0250099397293591	0.0746029742112577	0	0	0	0	0	0	0	0
PRKCZ	25.5557887605247	35.0886199521027	36.3040282544316	33.6883923893587	41.8117664939982	33.2526635994166	43.6483460550876	45.5781446330284	47.7913504723114	51.2286401620118	35.1823444493525	45.2152489089645	39.8392530046467	36.7730157796859	149.344135880433
SKI	104.232062105666	184.33029107685	88.990697936393	59.5207642198538	79.8180765697904	219.06294478457	131.884054574101	141.825754312777	124.879519678236	195.095004793925	143.3077588091	326.479146094661	120.550757355293	80.9627104191725	195.400417375193
MORN1	2.53767715929318	4.8675899523951	1.7805577585302	2.8864537270031	1.30501459290346	3.33429393049786	3.4179273094903	2.42122968608462	2.8936989413561	2.95632729044323	3.99851409191976	1.63337753964668	1.35836251526194	2.66548461793514	0
RER1	269.832163628939	176.905648672793	208.776399897751	225.258336527148	308.347550796277	246.586774777004	201.409727981809	209.602468141082	202.79210533549	177.716040678596	292.596626081563	149.740542995811	209.854990151109	281.742476590759	96.0545675502099
PEX10	40.7493914586093	24.6232357271723	30.127221757511	41.3073083273344	48.1914705387526	34.6588295112146	25.2698085492542	28.3694819426922	23.6125159567882	20.120026583634	17.8831657539664	15.1986229737317	17.6417361975648	43.6571235011306	0
PLCH2	1.53724991536008	0.805452079472871	1.48866369422496	1.75928972047856	3.96731768670401	1.17082063423011	1.5871257849942	2.19438135363807	2.13941548230073	1.87110151688495	2.57304951660419	9.3628071577199	3.32337971352363	3.31779844463819	20.7592497029896
PANK4	15.6469626448978	17.9985941749028	20.5983685149142	18.9898993777468	32.9202304330192	11.4588278029002	20.0054459940032	40.7861230697531	31.7330279892413	18.2664242863071	33.34025712783	18.6904234005827	23.1747241555247	50.1060005025141	0
HES5	0.656810674773099	0	0.378793308493887	0.291044274023571	0	0	0.0938653373082184	0	0	0.130240863260369	0	0	0.584677582485968	4.37881050876959	0
TNFRSF14	232.757512487593	188.526624142496	242.593670075621	321.053822368534	313.55489096872	143.650423597348	242.702492699137	236.313180033904	277.517884022901	247.074796419629	349.270415715856	268.002819190581	297.264598574842	298.263938815204	519.293617560064
MMEL1	1.01837263472759	1.37278323506204	1.78219169627098	0.342507326146211	4.09841215382369	0.723503311793657	2.27957647358767	0	0.683120864311276	0.604977371930138	4.50794935648424	0	3.70736490806316	0	0
TTC34	0.0820879596023148	0	0	0	0.601044718959791	0.438299647434702	0	0	0.212591465497016	0.0563767799561079	0	0	0.266724478819147	0.19259024517103	34.8513401593853
PRDM16	0	0	0.0246695691354443	0	0	0	0.00938765064213093	0.10233757795792	0	0	0.0641873132024201	0	0	0	0
ARHGEF16	0.0184941788828171	0.254331564489286	0.0528616456230044	0.417705105652976	0	0.054994623554338	0.367817786979899	0.103977534989824	0	0	0	0	0	0	0
MEGF6	3.41446070796153	13.8535067008865	14.0062938324452	11.2693663251037	3.45222709240296	10.0858629301631	15.390809757708	10.9705610547077	8.83560645873187	8.70170355187096	9.46341861870799	24.3073525761115	5.69690419561088	1.6667355846373	0
TPRG1L	4.61543602488432	3.49032773735345	5.43569809622061	5.99919474364522	5.31078295917202	8.73162570170457	5.81286805435016	2.98325436122896	6.94749019131788	7.8608689130641	5.77671397788132	21.2696898364646	7.08184124226679	4.12908799997464	24.7840326859491
TP73	1.06221557864974	0.549122687148952	0.360686908702334	1.05575173361836	2.07588694506122	0	0.0898480138955574	0	0.818533016894877	0.93707600323095	0.320398956388179	0	0	3.78560248071564	0
CCDC27	0	0	0.128927555622975	0	0	0	0	0	0	0	0	0	0	0	0
SMIM1	32.8496380544948	12.3232867156304	14.7799450168768	19.4451392578044	13.9127159057955	6.15448713545501	10.7062852718346	10.3847425609841	20.3196238579841	7.13394408636469	25.3459120232391	0	7.62921099984279	31.2537892301554	0
LRRC47	62.3220210428081	54.4223162450785	50.2154986994209	74.2728960169463	95.0029930270299	115.429927150301	53.8574685117335	88.8047214355793	55.7992909363445	72.6242979304913	84.2059304472724	79.0414980074181	96.3940601151655	142.801743556175	153.152209619338
DFFB	1.88872801715213	3.89642054316075	1.83932689364277	3.66799308812697	2.8226038575815	1.5076956643144	1.994686906289	2.41918982012801	1.17229662838894	5.1623109262631	1.64555665269595	1.10510363845914	1.31938864673683	2.56772070470343	0
C1orf174	15.5708042955136	16.1227725853975	19.0672485620443	22.6139605400959	16.8829693515904	28.0895180906899	23.2616063521361	20.4873502777632	23.8443729813046	19.8070996474827	16.5856894959215	15.9376233739374	18.1208344087336	8.29336175904879	35.4014544083729
LINC01134	0.191978931671915	0	0.066960862246962	0.171531031073699	0.166234894575391	0	0.0406220344878504	0	0.09084212426806	0.0578802389479647	0.513541553375263	0	0.381548278577248	1.00734592402333	0
AJAP1	0	0	0.0566173576273305	0.0272140271660515	0	0	0	0.0141669197109482	0	0	0	0	0	0	0
NPHP4	1.19581349648195	2.07097112818623	1.95576375996619	1.15276982615069	0.639467305265925	2.15352962803265	1.49160900789612	1.52274933011014	0.854906952367123	2.92674406164575	1.04687275385551	6.67201338486858	1.38651952453629	1.62979306154547	0
KCNAB2	96.1062885493153	101.501424261319	90.3890005044381	93.4090337239946	127.752432686251	94.6367438631877	91.7769770069246	116.516990584352	97.827234242525	150.218202699473	152.219597581808	137.878553543783	158.623305307241	124.65365153566	253.252105926465
CHD5	0.0168608933117891	0	0	0	0	0.0133633496511933	0	0	0	0	0	0	0	0.694403586702452	0
RPL22	2189.77252026381	2022.01598185579	2295.21492914944	2278.67012368713	1915.22561402388	1908.75399077119	2158.15280490519	2076.80103957174	2337.41201224933	2042.52846375076	2174.80648219581	1968.46242295511	2027.9275919878	1757.39465495359	2806.38939871068
ICMT	27.8252499919421	31.050065040514	25.889994099586	17.3358311314016	19.8488586702384	40.0050811729252	19.6893027104715	13.8435129682071	25.8070569618168	23.3395105194148	29.1262490682974	41.8896049212037	41.5893292038042	10.8074370290104	0
LINC00337	0.0143781601627786	0	0.0626116199623759	0	0.0506016331508518	0	0	0	0	0	0	0	0.652536297966784	0	0
GPR153	0.324689513556563	1.18676394503143	0.0576994825669934	0	0.187386650210248	0	1.22198892058852	0.142510845123345	0	0.15840881760802	0.309928203551375	0	0	0.742387988391152	0
ACOT7	12.7272754209115	18.0327754056755	6.00891043760974	8.72428432679693	26.448296513466	21.8972941044927	7.45433649999722	12.6088464810157	7.23184781624849	36.1967655177543	18.2475790583813	8.55529253745134	23.3195196887103	2.89146712583207	0
HES2	0	0.529316557153695	0	0	0	0.0967345410882588	0.115198069885745	0	0	0	0	0	0	0	0
ESPN	3.39608658366322	28.469563986949	2.31173317857242	5.28230030293433	1.84859021508649	8.44614734854987	1.45020506692775	13.0819261471968	10.3296984100685	8.74473282621392	14.3364188784124	3.44815402492648	10.9071717862088	8.91738508188173	0
TNFRSF25	41.4038664724699	106.876836581144	82.9108629100808	109.764430622642	95.0937922588266	76.7939741765676	41.2270823336363	103.301045854626	77.5127309262416	75.5635747666912	154.22392222465	124.448319377909	109.497761605182	64.3972625540326	375.176387214405
PLEKHG5	0.144693087473668	0.622039220740827	1.27169716503453	0.254880775674128	0.200134469203907	0.317271801797412	1.39471361838577	0.10026720678491	1.96953491020388	0.587765226560039	1.04800612328433	0.783729112925056	0	0	0
NOL9	34.7241721652929	29.6237636792806	22.075507611573	43.0538880064685	47.3352568734399	60.8781572033678	36.5006160257995	37.1694818503077	40.9907880405253	51.6577779119623	35.9494383956383	97.1468959531465	37.878729825611	52.1600784195661	84.6751001156487
TAS1R1	0.0180772162295639	0	0.0214819109555227	0	0	0	0.146105130779109	0	0	0	0	0	0	0.408767261782266	0
ZBTB48	24.8529717336283	22.270446035347	20.4997284803618	41.8235332982751	46.1360321996314	35.1182663563601	28.2906090427684	23.631093398446	29.9712324194037	22.7215464799874	31.8795608178214	28.2541035171799	19.6582102208314	31.6610208388759	67.0649092869593
KLHL21	16.5668991026762	59.1557112731416	13.2613401067205	18.9044765364072	17.6128108376674	35.0056424147198	15.9103311703882	24.2595519052107	19.1568437073485	18.7574787853561	12.5659197336106	34.4302048166484	27.2040537044669	27.8088937469152	45.1350472492204
PHF13	3.71646630203754	8.46624469664096	5.06778017799703	4.73841525930056	4.9321067764541	2.58377785480626	5.96248740158738	4.81313890595908	4.20019236118088	1.7015704084667	2.35120013459357	4.62672514556373	3.75555751256905	4.30461433861391	0
THAP3	34.7552906851639	29.8066390577891	19.367177766096	29.2188992785034	32.5676597194483	24.8793768156102	21.7930976565549	18.9102793290705	21.5577924695715	16.4771773033549	23.1296232812599	15.2790455031555	18.7024744792622	51.236526644044	0
DNAJC11	16.3310726981595	13.4917071845922	14.8419156318301	24.5055003215905	22.7038578990831	22.8737000337876	13.5309702122143	21.4218732962122	14.5657601448304	21.5696264732787	13.7942051557037	23.5267454687814	9.91397520881142	25.6396691426518	0
CAMTA1	158.645795236711	220.540006781979	125.352962354002	138.209332274598	186.173457322989	106.627010535557	158.021425817814	172.206689676375	107.803831426337	126.777649234448	131.653373668071	119.212153934079	105.915385667166	179.179230687772	120.898831318625
VAMP3	47.4022680073087	77.0739442276107	45.765388565223	47.6732667999066	49.9016035172124	70.2420000804808	58.1765477531714	45.5396800670586	50.3270357641234	53.5950330187447	62.6572594654628	36.7161504301944	85.1360656587413	61.4678374304215	0
PER3	5.22526796652129	14.2942236511978	5.54948827612644	4.21761614843765	4.59396382152013	7.21878487692634	7.7636294692463	8.23968013464895	13.5984788715519	9.01785874717485	7.31843148790391	1.95900684899178	12.7643780974061	3.83872644642879	25.2378057989918
UTS2	96.4025930706518	8.50099668176258	4.74789846427243	14.6704656497004	12.0813196266559	1.62086356136882	9.21503174175988	2.01143584250661	3.73539451134814	21.8609795561425	9.60297713503479	0	2.79253892852121	0	0
TNFRSF9	180.461537510255	97.1680941514778	47.9335334813646	58.3505415306056	173.576558335308	41.9532382835781	106.275178629863	67.4736140385981	93.4346273844177	56.7735784080358	160.564122599554	0	104.061296703893	0	0
PARK7	634.352193765862	414.853981037795	475.019136028102	610.880188659873	643.582529499168	526.949229751213	496.424375766552	496.329043903634	544.596315178505	429.09717046426	567.656842204821	493.269447818487	515.605339551822	425.917688495709	419.890469108038
ERRFI1	5.63321273645846	77.4169033842791	13.1173243056647	8.79462375114502	2.0174060098691	19.9857501126423	21.9315160859049	11.7897338344721	17.7336800428486	34.61352504518	25.8159507224809	14.7907127531041	41.5487368127682	3.83281867761122	0
SLC45A1	0.242235948455287	1.18582808948748	1.14810810236256	0.950629511366299	0.903799311507311	0.835459507794861	1.4790714694176	1.97969363305638	0.470005905225368	2.20429205484703	1.2484418994776	0	1.43356719858807	0.506567870800359	16.2247342827116
RERE	78.847002534355	98.8447933901032	65.0787887006667	81.4759382095918	76.9700783025221	72.1272803556399	72.5555915394788	67.9308066390453	70.9122761698839	116.447407892287	83.9636517904296	120.239155985535	68.5591398670011	207.629018357406	297.061882562073
ENO1	485.653535547527	510.86720339231	463.888889791777	548.818501177885	606.290864339152	624.633342107735	377.048343821943	477.295801294221	467.59772312339	511.706125432892	515.103579377648	657.475800086159	566.789973018829	367.467449002708	426.198266766595
ENO1-AS1	5.62546550789882	5.36720858001447	2.7233113768822	4.57869083655885	9.08477051233726	5.59154789846062	9.0688302990834	1.08812614553765	4.23206008237703	3.78133262974634	4.32097954429841	0	3.84300367704208	3.87961714610579	0
SLC2A5	12.5846292538623	3.33018404036665	5.54281765987736	14.9172002387036	3.57853345202911	2.44499041818007	3.81918011053291	3.37150964202707	6.83774202713066	0	1.80105897744174	0	5.20446116484501	22.4616446811937	0
GPR157	7.60250178737591	12.9175559042549	6.89787795770345	14.7628012848053	6.8517581162042	6.22945342441596	15.2092356633916	6.42445143289207	9.17585714572542	7.90647720608175	4.2475042070036	0	17.9952565333473	4.98990561160667	0
H6PD	3.09195429529524	2.98401213627726	3.84050126091566	3.27280153256694	4.02772209411923	1.22576793397807	4.09640712993471	4.18873206074069	3.73170105379005	2.5283650014775	3.49485435605085	6.49530348334629	3.52882702031372	6.58110449783568	0
SPSB1	22.033573578878	34.1860673057486	9.71416137872861	22.847632034227	9.48627760020329	20.0827942021701	26.5000375494899	26.6098956359514	15.396573864943	16.8164749914609	6.46346080948409	35.8237847550141	38.5719986191297	19.0325214703107	0
SLC25A33	16.4451832940302	22.4059304815464	12.3920681099096	12.5408904159265	4.09957835676903	16.1472854797508	21.0022204728334	19.0670356434514	16.1209973660299	15.1736981274199	7.43633196387042	13.875865938861	17.7322848072351	14.9070485877397	0
TMEM201	1.14594842880956	0.935292753255461	0.804053865557664	1.68743912377077	1.98651590346583	1.13424327396946	1.01099552377978	0.883120914052708	1.3182230987193	0.585453019323197	0.621719148589896	0	0.447806106175594	0.321929980718414	0
PIK3CD	27.8284719998103	19.3474438291276	31.653822077943	50.9775635586781	69.5485432463795	31.4444484197239	33.3493501366107	52.8501185854575	42.6022170187193	37.869378984822	75.6963006679017	79.1903023085884	46.4962677229912	38.0810149128044	135.577269273911
CLSTN1	7.845521958285	8.82978251720861	10.5773823269605	9.01097831458179	20.9722082014476	10.0515539750109	12.6756370149598	14.8370334062775	13.5373192833449	15.9568725844011	16.6231598971522	13.2348961663378	11.5520818133467	16.4061033250188	47.7123002886422
CTNNBIP1	30.7991295118879	32.7669410682198	27.499629966205	26.5483435789012	36.573315381688	17.8079229874703	28.0804347153137	22.2238310713796	26.9768037827423	28.9705646961693	33.9374056409485	18.9728539853594	29.2431799543538	23.7708294441611	0
LZIC	34.7570307289228	58.3522519123082	67.3112000778661	68.5741443980806	81.7267015407136	60.841432003168	51.7629424413436	50.775917445435	56.8133516741331	51.8893879425093	54.4755673847166	48.9631332492556	64.0256481805293	46.6063164466774	96.1155099862824
NMNAT1	5.15015604446032	5.48110816993244	2.95780868495083	8.74680891159619	7.37250574597735	2.78175017188217	4.43784884943177	4.15241287376682	2.38385688803497	3.69794857420154	3.4949510010689	0	5.42543794559187	7.92436720508565	0
RBP7	0.302137713311714	2.42099324586737	10.9018924347591	0	1.13212341552652	0.0611897948565526	5.45374214103549	0.0567176163106682	0	0	0.584216388056111	0	9.37715679204389	0	0
UBE4B	36.2935432665875	41.7816689201614	46.1660646015273	32.0266341614154	30.404465270421	52.4544413647497	49.1007875755937	37.5434267422347	28.6141008054363	42.7809730777971	35.1135767202085	56.5227279494084	24.8173246807455	67.6887727716508	0
KIF1B	3.38879361668888	8.98023714703571	3.02311800125592	5.47474357042386	3.65223428636499	4.2423268148252	4.96302094120665	4.35315505671334	2.36426897694535	6.54732617073519	3.08081044381385	11.3405117398849	12.8204135572156	5.56603754048785	7.37887752234456
PGD	72.2639839983909	117.191053224872	85.2923897631455	81.232301250718	87.1876314182615	154.702724352867	90.1525391357541	50.4080291860247	84.5988657142831	92.4751795168522	80.6163464633924	70.0514716003077	77.6872233120251	84.188538993697	20.1704985449285
CORT	0.103916553100061	0	0	0	0.367820142917467	0	0	0	0	0.849357328266989	0	0	0	3.67544916484057	0
DFFA	32.3473386386811	24.4190656851703	14.7456060551049	27.8346491346117	33.6228827294433	27.5353384720843	25.6191416629478	25.634642789559	24.6018139287776	14.2046627051619	26.5436805614581	27.7632654255703	28.9454600832518	29.2636188369213	34.2493765694543
PEX14	21.0602536689697	20.2943859218864	18.3547170553352	26.56000608822	37.9659771942004	25.6995714434714	28.7874353579206	38.2396864994296	22.3104371909561	31.4069098372856	35.4957645984787	35.231880044465	23.0018576346794	49.9851386172902	0
CASZ1	10.9306101422142	6.75849620436342	9.29640778318891	6.13209830651504	10.5122087051752	7.48799301259019	14.9265651032381	6.2022474595146	7.53050419990796	13.1920951399463	14.2052233391669	43.382073915237	15.9499191438934	0	126.662083441211
C1orf127	0	0	0	0.0170452733378212	0	0.00789871532305939	0.0823365880630866	0	0	0	0	0	0	1.23745817765371	0
TARDBP	80.6787821680081	98.2508455750994	90.2520536054983	58.7376475059418	104.183695860981	117.591227714363	91.1931897907336	66.830324339472	81.3768831533311	73.3681113019313	112.6694332961	82.2973095210139	59.6109776251864	125.913175446899	133.329043731624
MASP2	0	0	0	0	0	0	0	0	0.0666257441065924	0	0	0	0	0	0
SRM	297.8886055534	72.7941506013046	207.821918828268	227.088010759768	72.5529033781906	111.88688704364	154.013028045106	183.034547234289	173.921511680056	184.887381682374	71.9882234260749	155.605803252125	164.488035829835	348.408269262449	0
EXOSC10	78.4887643316082	75.6663838705197	88.2689116151488	70.7543940097087	91.2061750077117	126.135726517622	79.6993821462869	87.29570721661	109.480202763469	93.6698196136822	126.638541861349	55.4681496324227	97.2760192230204	88.0274276584126	132.370623369285
MTOR	19.7404724176237	16.6833976350406	18.7577954397877	24.9853413625759	21.544241307446	21.5354982656959	20.9549139213554	29.40062849232	24.047318086321	27.1498312266044	26.7463265850024	40.885628790991	29.1056422317145	95.4585146167335	29.6808432776252
ANGPTL7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBIAD1	28.131951036719	17.6336057622745	37.1842642224397	44.7122839838709	32.0360164396282	46.6358219550836	45.4567000780153	42.7838196896992	45.8804158105948	34.9844488155073	36.2061833329647	18.4212679722453	37.5378829717375	34.6502442797886	41.0086223365779
FBXO2	8.6165447314421	3.77753721120038	14.9400959232508	12.316846717007	19.4592510092502	12.6326071650231	2.04040014816619	13.6513841221327	10.7444995478246	12.4525577091002	9.98350808755074	40.081188374402	14.350578024049	5.41328225596346	0
FBXO44	37.0675473572168	27.3958842694977	38.0964022936774	56.3488372894618	86.4470413623706	23.6025530629846	39.8219746823907	43.0583109697364	34.1589715006617	44.2394317831404	56.9329676510434	46.1954013710615	30.4472313044742	137.279927687286	93.2490232119191
FBXO6	30.9147158174114	14.255653558697	11.954517753725	41.6436112021124	56.9552184048426	9.40406943402763	14.3081719371798	13.9779060196796	16.409989616252	25.4798522081434	19.830753436119	23.8371493736924	14.9235223453243	52.5416118718617	12.5893310055132
MAD2L2	103.471299585188	76.756312042478	70.3610895926379	84.8194575201061	116.850221557407	36.8161414823417	69.9475031540147	91.5805517088617	71.8328976806389	84.4471957781767	67.8061044630819	26.6356428374971	66.0411956870202	72.0488992177913	32.1451156424072
