"","Quantiseq_B.cells","DWLS_CCLE.TIL10_B.cells","CBSX_CCLE.TIL10_B.cells","B.cells_Subgroup.1.Iteration.2","B.cells_Subgroup.3.Iteration.2","B.cells_Subgroup.5.Iteration.2","B.cells_Subgroup.1.Iteration.4","DeconRNASeq_LM22_B.naive.cells","B.naive.cells_Subgroup.1.Iteration.1","Epidish_LM22_B.memory.cells","DWLS_LM22_B.memory.cells","CBSX_LM22_B.memory.cells","DeconRNASeq_CBSX.HNSCC.scRNAseq_Macrophages.cells","DeconRNASeq_CBSX.Melanoma.scRNAseq_Macrophages.cells","CBSX_CBSX.HNSCC.scRNAseq_Macrophages.cells","CBSX_CBSX.Melanoma.scRNAseq_Macrophages.cells","DeconRNASeq_BPRNACan_Macrophages.M0","DeconRNASeq_BPRNACanProMet_Macrophages.M0","DeconRNASeq_LM22_Macrophages.M0","CBSX_LM22_Macrophages.M0","DeconRNASeq_LM22_Macrophages.M1","CBSX_LM22_Macrophages.M1","Macrophages.M1_Subgroup.1.Iteration.2","Macrophages.M1_Subgroup.2.Iteration.2","Macrophages.M1_Subgroup.3.Iteration.2","Quantiseq_Macrophages.M2","DeconRNASeq_BPRNACanProMet_Macrophages.M2","DeconRNASeq_CCLE.TIL10_Macrophages.M2","CBSX_TIL10_Macrophages.M2","DeconRNASeq_LM22_Macrophages.M2","Macrophages.M2_Subgroup.1.Iteration.1","Macrophages.M2_Subgroup.2.Iteration.1","Macrophages.M2_Subgroup.4.Iteration.1","Macrophages.M2_Subgroup.1.Iteration.2","DeconRNASeq_CBSX.NSCLC.PBMCs.scRNAseq_Monocytes","DeconRNASeq_CCLE.TIL10_Monocytes","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_Monocytes","CBSX_CCLE.TIL10_Monocytes","CBSX_TIL10_Monocytes","Monocytes_Subgroup.1.Iteration.1","Monocytes_Subgroup.1.Iteration.2","Monocytes_Subgroup.2.Iteration.2","Quantiseq_Neutrophils","DeconRNASeq_BPRNACanProMet_Neutrophils","DeconRNASeq_LM22_Neutrophils","CBSX_TIL10_Neutrophils","Neutrophils_Subgroup.2.Iteration.1","Neutrophils_Subgroup.3.Iteration.1","Neutrophils_Subgroup.4.Iteration.1","Neutrophils_Subgroup.1.Iteration.2","DeconRNASeq_BPRNACan3DProMet_NK.cells","DeconRNASeq_CBSX.NSCLC.PBMCs.scRNAseq_NK.cells","DWLS_CBSX.NSCLC.PBMCs.scRNAseq_NK.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_NK.cells","CBSX_TIL10_NK.cells","NK.activated_Subgroup.1.Iteration.1","DeconRNASeq_LM22_NK.resting","Epidish_LM22_NK.resting","DWLS_LM22_NK.resting","CBSX_LM22_NK.resting","DeconRNASeq_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","Epidish_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","DWLS_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","DeconRNASeq_CBSX.HNSCC.scRNAseq_CD4.cells","DeconRNASeq_CBSX.Melanoma.scRNAseq_CD4.cells","DeconRNASeq_CBSX.NSCLC.PBMCs.scRNAseq_CD4.cells","Epidish_CCLE.TIL10_CD4.cells","DWLS_BPRNACan_CD4.cells","DWLS_CCLE.TIL10_CD4.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_CD4.cells","CBSX_CCLE.TIL10_CD4.cells","CBSX_TIL10_CD4.cells","CD4.cells_Subgroup.1.Iteration.1","CD4.cells_Subgroup.3.Iteration.1","CD4.cells_Subgroup.1.Iteration.2","DeconRNASeq_LM22_T.cells.CD4.memory.activated","CD4.memory.activated_Subgroup.1.Iteration.1","DeconRNASeq_LM22_T.cells.CD4.memory.resting","CD4.memory.resting_Subgroup.1.Iteration.1","DeconRNASeq_LM22_CD4.naive","CD4.naive_Subgroup.1.Iteration.1","DeconRNASeq_BPRNACan_CD8.cells","DeconRNASeq_CBSX.HNSCC.scRNAseq_CD8.cells","Epidish_CBSX.NSCLC.PBMCs.scRNAseq_CD8.cells","DWLS_CBSX.NSCLC.PBMCs.scRNAseq_CD8.cells","DWLS_LM22_CD8.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_CD8.cells","CBSX_CCLE.TIL10_CD8.cells","CBSX_LM22_CD8.cells","CBSX_TIL10_CD8.cells","DeconRNASeq_LM22_T.cells.regulatory","CBSX_CCLE.TIL10_T.cells.regulatory","CBSX_TIL10_T.cells.regulatory","T.cells.regulatory_Subgroup.2.Iteration.1","T.cells.regulatory_Subgroup.3.Iteration.1","T.cells.regulatory_Subgroup.1.Iteration.2","Quantiseq_T.cells.non.regulatory","DeconRNASeq_LM22_T.cells.helper","CBSX_LM22_T.cells.helper","T.cells.helper_Subgroup.1.Iteration.1","DWLS_LM22_T.cells.gamma.delta","CBSX_LM22_T.cells.gamma.delta","DeconRNASeq_CBSX.HNSCC.scRNAseq_Dendritic.cells","CBSX_CCLE.TIL10_Dendritic.cells","CBSX_TIL10_Dendritic.cells","Dendritic.cells_Subgroup.1.Iteration.1","DeconRNASeq_LM22_Dendritic.activated.cells","Dendritic.activated.cells_Subgroup.1.Iteration.1","DeconRNASeq_LM22_Dendritic.resting.cells","Dendritic.resting.cells_Subgroup.1.Iteration.1","DeconRNASeq_BPRNACanProMet_Cancer","DWLS_BPRNACan_Cancer","DeconRNASeq_CBSX.Melanoma.scRNAseq_Cancer","Epidish_CBSX.Melanoma.scRNAseq_Cancer","CBSX_CBSX.Melanoma.scRNAseq_Cancer","Cancer_Subgroup.1.Iteration.1","Cancer_Subgroup.2.Iteration.1","Cancer_Subgroup.3.Iteration.1","DeconRNASeq_CBSX.HNSCC.scRNAseq_Endothelial","DeconRNASeq_CBSX.Melanoma.scRNAseq_Endothelial","Endothelial_Subgroup.1.Iteration.1","Endothelial_Subgroup.2.Iteration.1","DeconRNASeq_LM22_Eosinophils","DeconRNASeq_LM22_Plasma.cells","DWLS_LM22_Plasma.cells","DeconRNASeq_CBSX.HNSCC.scRNAseq_Myocytes","DeconRNASeq_CBSX.HNSCC.scRNAseq_Mast.cells","DeconRNASeq_LM22_Mast.activated.cells","Mast.activated.cells_Subgroup.1.Iteration.1","DeconRNASeq_LM22_Mast.resting.cells","Mast.resting.cells_Subgroup.1.Iteration.1","DeconRNASeq_CBSX.HNSCC.scRNAseq_CAF","DeconRNASeq_CBSX.Melanoma.scRNAseq_CAF","CBSX_CBSX.HNSCC.scRNAseq_CAF","CBSX_CBSX.Melanoma.scRNAseq_CAF"
"SAM1ac4e3dee297",0.0199539115365376,0.00197020957644568,0.0175273455562102,0.10083152781626,0.132861878780998,0.747071303180039,0.0737578228598932,0.100797592557548,0,0,0,0,0.0459434524876681,0.101786627629246,0,0.0695068965313526,0.00893931346228391,0,0.138064627470008,0,0.0647460845922014,0,0.127496539196631,0.00270765328791249,0.0116935847816616,0.0321258374201255,0.206378351884008,0.0740351375031808,0,0,0.00340329520997668,0.0177035939329324,0.129374982543998,0.201552327438028,0.289595858519173,0.0483842656993766,0.102775447358684,0.172197053816083,0.700977283637805,0.128412734807258,0.001609533973118,0.0588942424665096,0.0716937527149622,0.0336995086934216,0.0224145684453805,0.2045804235372,0.0253130463860706,0,0.541113266652433,0.124593690330068,0.124972732159178,0.194095889241822,0,0.0292977314084137,0.0251302527623256,0,0.0582216398944944,0.0365190669588213,0,0.011352153110285,0.133905079159292,0.248144086687211,0,0,0.00194891079706423,0.0825639841427558,0.0481839493453816,0,0.00271024480837816,0.000729095372803669,0,0.0642513337287003,0,0.00829416077797278,0,0.00770301025268051,0.0226118453178701,0.00509543162382735,0,0.41848343366129,0.0325999832706054,0.186390518359698,0.0672125182453606,0.0686476186198298,0,0,0,0.0909614840327741,0.0220957301457772,0,0.00612964731012639,0.0294025916352517,0.00308547728195092,0.0406636871751456,0.00198575157317183,0,0.223842488586749,0,0.0765668496009252,0,0,0,0,0.0489326574306755,0,0,0.00022139114113462,0.0627986549289057,0.0799015564885348,0.0444512655046241,0,0.330224520309867,0.726270795271813,0.171797711214576,0,0.00309468414503429,0.974248132254942,0.448239904755366,0.525287434049048,0.0676429159208644,0.189806411910269,0.0133877790345041,0.0212881768324551,0.0400110629608181,0.122725723481623,0.0572027558216497,0.0999290124613301,0.11387363629916,0,0.0218413948847228,0.125553244595529,0.0140514543848402,0.114171650612176,0.228741564791048,0.185960943768713,0.893788186392483
"SAM553c3c35b847",0.0341850242095293,0.00402092068877595,0.00061707119846561,0.0609071103943629,0.0826053221818923,0.64603819918469,0.067915309496483,0.0315082857334832,0.024283236662714,0.0155024372691238,0,0,0.11640690551877,0.127956667208898,0.246497886836148,0.280560591637364,0,0,0,0,0,0.0184681632334087,0.0991783606108529,0.0221117706638196,0.244793433819449,0.0661006281571477,0.142216463538866,0.00953509213406752,0.330948065759849,0.185447161943136,0.25480057443549,0.316627337305736,0.0422150078616865,0,0.330592094395402,0,0.0405423434211225,0.0295527132626504,0.110784747168185,0.133226571409519,0.0993410317001458,0.217037630129453,0.194758392155658,0.00139751447105657,0,0.132141375266252,0.0927725846917329,0,0.151183042069879,0.144561235257583,0.0799707588975181,0.172554637047356,0,0,0,0,0,0,0,0,0,0.0705591803118909,0.0609434918913323,0.105403490855582,0.035250534196069,0.0681139814981266,0,0,0,0,0.244577027764809,0.0135019039506435,0,0.00307790460016455,0.0413424507432774,0.154828401394559,0.0846312441519217,0.155351421631017,0.196760102346318,0.32486699973783,0.065649170625148,0,0.0542378386827619,0.0606658663539201,0.0600616523651003,0.0704620422196607,0.00964636067834041,0.0181051984789346,0.0142035899813857,0.0016264215570965,0.0028262098617234,0,0.056319345564603,0.156010640562668,0.0929481514199896,0.115370801354994,0.0811346979758007,0,0,0,0,0.00375817527996174,0.0153865678789277,0.00628030395971224,0,0,0.00417317965746611,0.166586688647275,0.0747300584450536,0,0.0500998045329526,0.443948253995889,0.83759816221253,0.0577452893580993,0,0,0.8552241901698,0.271542642700659,0.0816958219801069,0.0399130486384142,0.0906114944670797,0,0.0169358966158553,0,0,0,0.0901603575680152,0.101759905526298,0.0511148642895433,0.0558941119559577,0,0,0.244491646898367,0.489786575643353,0.398808236577144,0.448406737745532
"SAMc2a1820d4e6b",0.047086294670759,0.000442272724980827,0.00518100776978485,0.106393785926664,0.115212662893484,0.834273367108456,0.0963502924302079,0.118041153680473,0.0179012852084557,0.0918620276914637,0.0713573720394228,0,0.0483261784058453,0.0938399019254111,0.043257484246083,0.106802014542362,0.0348572847407928,0.0255331913842261,0.0265095518661081,0.0191763639999006,0.0850222872806184,0.0813188667673026,0.108253375511371,0.00171245654320661,0.158635173034944,0.069612545409914,0.179705635333166,0.0475138052093662,0.194326373376832,0.0877996038076331,0.182810039670059,0.284727246756237,0.06814115843336,0,0.270817346236438,0,0,0,0,0.152182848416661,0.0374850540488829,0.0377231310534128,0.0818044357473162,0.0334048036311253,0,0.0243965536254729,0.0782122504010015,0,0.18102110825151,0.113615892773756,0.122937264364283,0.154082755428244,0,0,0,0.038263811406514,0,0,0,0,0.111409508006968,0.0152842129215505,0,0,0.0158670152567495,0.0723638622898459,0.0425864220282424,0,0.00888989082616968,0,0.199145524097187,0.0364471352824951,0,0.029658708119382,0.0925863576336214,0.184306386982451,0.0112417308800472,0.0628668777979077,0.236196147074382,0.319694167641775,0.217789825198199,0.135913845480736,0.0777644419724845,0.0843516508471084,0,0.0389074421814809,0.0393745071189579,0.0126255565007627,0.019524398174451,0,0.0345255890160486,0,0.115238904846885,0.417549907326585,0.0985319389963044,0.190085377625781,0.110407646209863,0,0,0,0,0,0.0376529216683943,0.0321394985034424,0.0165556222779344,0,0.0513803090934582,0.129156214069189,0.0295886090357222,0,0,0.329458097129186,0.902283994785075,0.0939142572936965,0,0,0.86693937198776,0.351302357047729,0.111241633819025,0.0589866729483441,0.109246910493884,0.0343377547345124,0.0108379551081442,0,0,0,0.123778948340708,0.113634286137043,0,0,0.0519180500474238,0.0528008388365131,0.265619625702615,0.459636365584007,0.554303013591738,0.580930445298612
"SAMabc151b01ea3",0.0217179283980684,0,0,0.0623228820419335,0.123491710234343,0.422199585083517,0.0406943743736433,0.0888507484061181,0.0714040909283208,0,0,0,0.0653563494673693,0.101121012826537,0.162169098336266,0.155365376570553,0,0,0.0848402188091457,0.260427601099131,0.0261589308503247,0.0255843863869838,0.121264533288874,0,0.234201347215485,0.0215512752023465,0.179904137481952,0,0,0.0657701694936938,0.0394636485582103,0.0952890257566315,0.209824055309428,0,0.292798148318286,0,0.374335210738043,0,0.439209585062018,0,0.0533132550552761,0.0754153185753676,0.0756434227278456,0.0992561974218302,0.0604188513153785,0.0882109671994808,0.063784771916957,0.0722433550746406,0.428988907116836,0.12314524583874,0.0949072546479289,0.194353933074817,0,0,0.0007183179003415,0,0.0358319331777567,0,0.0505724985020305,0.033721058534497,0.139134423708797,0.13228463103484,0.0337297722639281,0.185770146482496,0.00648507161143938,0.0743635309018556,0.0497634559804969,0,0,0,0,0,0,0,0,0.0183399024111046,0.0810332410143503,0,0,0.136375246660306,0,0.115649899649705,0.0464698207672766,0.0926592955104344,0,0.0128886177983847,0.000671392031707479,0,0,0.00253838670785586,0,0.0482853543092858,0,0.0505224053907224,0.00134733436561476,0.0165343655713344,0.0976970121487394,0,0.0229851727936281,0.00362908180084355,0.0301241007997229,0,0,0.0459235486969779,0,0,0,0.160817010778328,0,0.0344985683201803,0,0.372597285032025,0.940116518836314,0.146536569235229,0,0,0.970862893698917,0.4899933903625,0.0939056114647923,0.0747960134941121,0.230777180570694,0.0152514239267829,0.0152547040714999,0.0130245050787091,0.09755168236195,0.0186697259552337,0.134227158094906,0.132423267125283,0,0.0137054449017154,0.100339263599615,0,0.178207076517954,0.25969959913847,0.742790325458364,0.767424000390647
"SAMe1eb5d988760",0.0333265325891354,0,0,0.0788149206650788,0.10763467470744,0.751021718219498,0.0619229486548397,0.239277690003792,0.00154509074206212,0,0.0179689471471372,0.0279855344143762,0.0463759271605861,0.0911966759334418,0.0288521575416693,0.14971534764292,0.0374239119616183,0.0370603122236571,0.055433217583767,0,0.0831130555948562,0.0644314104417221,0.084649416627496,0,0.0929627879377539,0.0573215160266948,0.153953108590247,0.0145937443409797,0.40155414971999,0.0632129927545618,0.0866961484105566,0.304589000573692,0.10097996183198,0,0.297496390052245,0,0,0,0,0.0286285957101274,0.0205883125969237,0.0667196428720993,0.0849574894127443,0.0119269260789692,0.0135094603322662,0.081871792449632,0.0177692364282121,0,0.112400566698995,0.114336624512404,0.0961094029454697,0.184513149683873,0,0,0,0.0556145051493398,0.0174226829890077,0,0,0,0.0840786779812076,0.124999082046821,0,0.132740474159633,0.0126459580294747,0.056922799939031,0.011896784469836,0,8.98476616997613e-05,0,0.248444138144944,0,0,0.00385444341497227,0,0.063814505597066,0.06901932722938,0.160434070130283,0,0.28184028868995,0.0900492546066695,0.0102511300955469,0.0603921182898469,0.0690398683284698,0,0.104269280297094,0,0,0.00255095080180426,0,0,0.0446828123676028,0.0575189980202526,0.215174090657906,0.0516434058705421,0.278665156251877,0.109839997749984,0,0,0.0190460348671575,0.0189493257024763,0,0,0.0199618325589451,0.0470387828589248,0.176972179192262,0,0.0781355186370908,0.115812751122565,0.0459024455259173,0.0159598113642044,0.426884272252993,0.961621643052618,0.0860143542806914,0,0,0.935028976468313,0.529302689869598,0.327848883909887,0.0389800148209602,0.105719827668953,0,0.00895026387692431,0.0172587744162679,0.0166296889075306,0,0.100856321141481,0.0981677461995557,0,0,0.112254070238471,0.0719731091590082,0.275550186500423,0.48876183182804,0.396353302075132,0.727440780674061
"SAMe3210d3632b4",0.0163112354897405,0,0,0.0608513102052757,0.0918180154639494,0.238439609899672,0.0389122730165183,0.0187141612582734,0,0,0,0,0.0353603311743146,0.10418103999503,0.0328624156435753,0.138799662038686,0.00503593614086266,0.00581494270565809,0.10588593098197,0.211898895887728,0.0834043593935084,0.0239372756984264,0.111825727340476,0.0586768026337863,0.195693674030715,0.0349024680636191,0.154492880065628,0,0,0.129010431425105,0.164173392475083,0.49301963015908,0.105089235743004,0,0.363388255533044,0.0208029331137062,0.601287651885865,0.0417332278602784,0.192413789945238,0.101407145767204,0.0306453773275407,0.0434781336235216,0.104561499092758,0.0180707731875484,0,0.0926136402949129,0.0137542097032243,0.01100672358238,0.0507950105865706,0.111300889642082,0.0951387504967834,0.175780761482949,0.000974401595574408,0,0,0.028863568061322,0,0,0,0,0.0542382026368373,0.0432105299821519,0,0.0465998664172257,0.0100811163074265,0.0569569987846089,0.0195969199245447,0,0,0,0.061707473267052,0,0,0.00155563011531342,0.0286249222538755,0.0380117049545669,0.0282052586561401,0.0149114705055677,0.112839155564754,0.290053264192416,0.0477707713702614,0,0.0541726271540896,0.065568922502525,0,0.00104898928583986,0,0,0,0,0,0,0.0274915433468328,0,0.00855002180624829,0.0258235205443632,0.0774970898800519,0,0,0,0,0,0,0.0238095233256805,0,0,0,0.0810660075008993,0.12586585824579,0.258928789345027,0,0.471062153754876,0.90265383437615,0.0818717300367607,0,0,0.962710755911071,0.462808207652899,0.601880841070986,0.0168979108557228,0.0941847119873091,0,0.00809178332273212,0,0.0240783533325252,0,0.0837513977248143,0.0899969271173825,0.0799888349999716,0.0905774940845585,0,0,0.17121916806435,0.512292281430657,0.148399115295819,0.787756786724919
"SAMb15ad09d6e24",0.0356873969978962,0,0,0.0905966642134825,0.0990084829219534,0.688739816545945,0.0717903287981845,0.0225692046176754,0.0302460640698758,0.00476414821979108,0,0,0.0574094607472395,0.0902379045106104,0.123023451031349,0.161646574227649,0.0109753133047345,0.00183532665733854,0.277328926401144,0.267544905176057,0.0160722898673806,0.0354677988882975,0.140387484146627,0.197385592008279,0.227205717156554,0.0412452931362368,0.181246535281766,0,0.189393625657861,0.0497552034681879,0.168278734098932,0.346366111464985,0.120641228349269,0.000431039752025966,0.27793020270172,0,0,0,0.322405315357904,0.0298671102169143,0.0182502995876687,0.0028331844075696,0.149842352485976,0.022067898869304,0,0.0949767611587711,0.0237964465688741,0,0.0699949149686725,0.112843556454981,0.119336021749456,0.162277998310312,0,0,0,0,0,0,0,0,0.0586264244641333,0.0191892644227963,0.030205602083469,0.0227377226790888,0.0211662096575913,0.0637369184999395,0.00161943637825185,0,0,0,0.284075629386713,0,0,0.000908014714165825,0.140049500247459,0.204257257581831,0.047968991512482,0.0847146453382233,0.21332148174563,0.28340828273781,0.0698290206550551,0.0304394156774798,0.0807205851998421,0.0812727916923779,0.0705330992731711,0.118275372317837,0,0.0485716075025006,0.158201291859743,0,0.0254393383728204,0,0.0336189532605023,0.233962167653112,0.0837656351914946,0.16542065372889,0.0914766664828099,0,0,0,0,0.0491336771659939,0.0430862579609485,0.0288934306954998,0,0,0.00960172870083816,0.0887130218006657,0.0225561364537677,0.149742050353956,0,0.346080947858498,0.733230826268491,0.0764723727059727,0,0,0.904987690449692,0.359171554055024,0.105250825432312,0.0492433596268432,0.0945574679794202,0,0.00459346077780841,0,0,0,0.106650845874446,0.113056650001189,0.0646998095778231,0.0642696678644239,0,0,0.234223573575743,0.49570207842757,0.444174322245977,0.569469783530738
"SAM7893196e0e89",0.0191811089107058,0.000976099235439157,0.0180885563287754,0.0752242547833682,0.0726097177365535,0.531806241773554,0.0384230608104957,0.0846926277842982,0.0501821547612312,0,0,0,0.0398700046983396,0.106517089896373,0.031179175021608,0.109694546200325,0.00998381458859988,0,0.0768215926910449,0.116595009291068,0.0628028440212593,0,0.108696272501146,0,0.0857225237233509,0.033600459038149,0.158085941429632,0,0.207447282803065,0.105928987239969,0.00352615968742876,0.196365481047931,0.221580853437654,0,0.325552302087886,0.164594012100482,0.366828542714884,0.096586815554767,0.512570401164751,0.256375741319934,0.00457690506144324,0.0269160787787208,0.0454183212932104,0.00930026113873349,0.00298483951470244,0.132574419174209,0.00431863634838295,0,0.130083302552255,0.0690961126384336,0.100046352187186,0.179230429342716,0,0,0,0.0404056244622503,0.0221185896283368,0,0,0.0144600300505855,0.133524033800417,0.0440931462395812,0,0.0609463540695642,0.0032669403004741,0.0597276364441671,0.034232647318364,0,0,0,0,0.110980986983071,0,0,0,0.017334653313574,0.0147512387438251,0,0,0.200758932876172,0.0173914954204504,0.0308683177155092,0.0728836088295039,0.0695293063273701,0,0,0,0,0.0231118239130781,0,0,0.0310203896228516,0,0.0207710756317659,0.0016491847369329,0.0073586124269367,0.0595394491489613,0,0.0656178203341332,0,0.0183545648024669,0,0,0.0409936544416304,0,0,0.00944152914050132,0.148087571554019,0.264388541820431,0.0832176030982079,0,0.460298705866219,0.987625970373196,0.104783542655936,0,0,0.990980385671085,0.609943487790245,0.478014409153846,0.0355938380794284,0.120671391952015,0,0,0.0066132249725114,0.0959937632765867,0.0129652639542824,0.100532665196212,0.100507240199863,0,0.0205211539374819,0.122873702340695,0.00923386200689614,0.161166246858552,0.44975955218627,0.31587698678325,0.844911830936267
"SAM961d04c42bd9",0.0147869232257096,0.000519949831048291,0,0.0993518652440536,0.103182736589561,0.776821283035097,0.0479174874435548,0.0592720617175169,0.0151999808665729,0,0.0282782779974662,0.00380178606173772,0.0609929877241344,0.103434564886934,0.0231902201613201,0.098718516161366,0.0346206194178896,0.0231070745312945,0.117730124940671,0.0785319200467909,0.0495986636872319,0,0.0920207167723654,0.0018053602740809,0.195920164706409,0.0454087746118911,0.15621462562387,0.0776296175017735,0.281007496989572,0.0280949176068979,0.0456486567264613,0.00464656484184028,0.0998011593954962,0.00360005811575245,0.32049820846054,0,0.0724293498287104,0.0925147501543327,0,0.262979273258949,0.0406583991517553,0.0966710918848494,0.158084274667969,0.00960458431820932,0.00277786938327043,0.117497207757527,0.0268220881757583,0.00486648995881979,0.114711387678655,0.139742732967943,0.0959380244174299,0.175054273437512,0.0231510502821603,0.00024051722179771,0,0,0,0.0146026744743258,0,0.0306957071718801,0.121298913638857,0.0464611684404496,0,0,0.00678802160228166,0.075476155921942,0.0226506186201508,0,0,0,0,0,0,0.0147311094192341,0,0.0688250373599971,0.0510937991057028,0.0924798432803555,0.04344736618455,0.367185642776487,0.116569429741581,0.110011162087712,0.0608338005433229,0.0775453281170001,0,0.0184856109396837,0,0.187526983344181,0,0,0.0206645584716872,0,0.0179152620131356,0.175851087793676,0.0108892089038402,0.04113156214843,0.165741049387869,0,0.0558276118068134,0,0,0,0,0.0340166598306065,0,0.0821654825795275,0,0.0813918885914983,0.0602190243330605,0.0519337885217461,0,0.432607855884988,0.964315053572974,0.135925147441464,0,0,0.933243007525971,0.559248661033339,0.200573542268526,0.0568221127116543,0.147109096101582,0.0204114249770161,0.0018683943901275,0.0463847969200594,0.107324268474068,0.0139508177165082,0.110063303871726,0.114460940254046,0,0.0714952473379147,0.0997933232386481,0,0.228846766191753,0.34697892417676,0.655131599768552,0.81444797037406
"SAMb0d11db9aa79",0.0257306387008046,0,0,0.114621409804333,0.0916294663965112,0.803584191825541,0.162600526578891,0.0617570019308325,0.00511145006878258,0,0,0.00443048825461773,0.0515698229789548,0.0815940537432564,0.0390870716482606,0.329948682438119,0.0180102634998745,0.00660737192021407,0.0201587964837946,0.036022462063811,0.206197297497099,0.0831132445739755,0.11719757394675,0.000456958085809529,0.134942625410145,0.0529424287043128,0.178045702899318,0.00278889542262092,0.199097093709278,0.0585464215939044,0.0529067455066854,0.158252888343443,0.113060823363186,0.000441832872416602,0.273302911749757,0.00816299675409882,0,0.0633578171933783,0.232111015566938,0.114038367737807,0.0172295339850789,0.0343368209375651,0.0764358030900887,0.0342962873268468,0,0.152157670548904,0.0609860470203643,0,0.219070266201991,0.134788152273366,0.120815506068597,0.12817911298798,0,0,0,0.0970082527777333,0,0,0,0,0.137283996833835,0.058686963402685,0.052353211796188,0.0215250100635583,0.0014090882095803,0.0476864571264835,0,0,0,0.000449907930931916,0.232497797041942,0,0,0.00676777463767264,0.0190387401575384,0.0554872971710014,0.0479415563579144,0.053051137110269,0.054473949769462,0.317250993271606,0,0.016409375957326,0.0812642842900283,0.0439389040997007,0.0270864961771744,0.0729249803522823,0.0225617222433669,0.00037496916900165,0.00078254506968892,0.060394504532028,0.0188371998989867,0,0.0469083318029482,0.167279871071361,0.0460341237053699,0.171039586010371,0.0849226714442715,0,0.130846724968191,0,0.080876055657038,0,0,0.0211018869367297,0,0,0,0.293828424484304,0.159869092304649,0,0,0.333151630085914,0.929221125601292,0.128432555613927,0,0,0.916680924368098,0.533582798363865,0.359886366817296,0.0325114729973057,0.140293730211983,0.00705777128042217,0.00175677976394263,0.00150098829870501,0.0449401173346465,0.00928670571363514,0.0566868835624431,0.0684756061185837,0,0.000379453259883304,0.0489332382938416,0.00262516176833717,0.122519966781366,0.278413331737008,0.166432129205939,0.452885619726604
"SAM19fec8f3b3bd",0.00844255413374239,0,0,0.0794789244309401,0.112552090034954,0.713801041647096,0.0429046946371464,0.0812486188184716,0.00335452004009947,0,0,0,0.0350005237162896,0.0947326381144521,0.0389932824984058,0.0809205981025374,0.00412616278471707,0,0.0958267859709484,0.250268401196455,0.0392154671610575,0.00171624957707705,0.116878917246865,0.0354074488310926,0.0698451425705566,0.00251195519926549,0.188496240042986,0.0405182474521225,0.0290846406012838,0.138311903627583,0.102685843408111,0.514154150324817,0.195074386088675,0.0988390645747028,0.29049540160136,0,0.0688796347339591,0.0872789327191145,0.502063578846296,0.12339021581019,0.00783968123864382,0.0336706353156253,0.509526856826051,0.0351059760986396,0,0.106678680444584,0.0101335283874691,0,0.0816752079845418,0.30959460445236,0.107054452632341,0.191432556768147,0.11686552730696,0.0847009129683981,0,0.0186832886861142,0.0190790180154373,0,0.00847963667913085,0.0238848166821268,0.115874341900558,0,0,0,0.00632351209095115,0.0680249651779581,0.03588167685573,0,0,0,0,0,0,0.00245373536414923,0,0.0199216505908831,0.0622954406900794,0,0.06715309770074,0.323532362086936,0.054039676004888,0,0.0677379005156737,0.060981897595663,0,0.0588057001678631,0,0.20533051031673,0,0,0,0.00842589817529989,0.0178097494935056,0.138982649479275,0.010854799627673,0.0147982013607821,0.0856461633617475,0,0,0,0,0,0,0.0224800271543039,0,0,0,0.0654434807651795,0.0231911792335711,0.0794360479610868,0.022007215047872,0.387223480770743,0.857786335552094,0.118212869843259,0,0,0.969105796655234,0.503149994475486,0.561719828269999,0.0216408905993942,0.139575153979056,0,4.58654250295009e-06,0.0404998520363276,0.0961586842486326,0.0015209995710814,0.0812741153931693,0.0857807504938442,0,0.11544313880977,0.101603292185138,0,0.174090053070293,0.395318593246621,0.215679846080966,0.894648045969421
