NAME	CD8.cells	T.cells.regulatory	Myeloid.cells	CD4.cells	NK.cells	B.cells	Mural.cells	Endothelial	Fibroblasts	Plasma	T.cells.helper	T.cells.proliferative	Mast.cells
IL32	1895.79380412456	3626.43769598828	131.988067736258	1512.44267695856	1436.11846277293	1	165.035603170595	486.447928290804	315.699834574543	94.5961597820067	2213.01317818692	1213.16480145923	39.032754785503
IL33	1	1	1	1	1	1	25.0408539470534	330.39786320937	59.7256437791501	1	1	1	1
IL3RA	1	1	40.9246583220369	1	1	1	1	182.814248487004	1	1	1	1	1
IL4I1	1	1	118.776915585739	21.6909604494339	1	1	1	1	1	1	1	1	9.29128718281111
IL5	1	1	1	1	1	1	1	1	1	1	1	1	14.4577214535299
IL5RA	1	1	1	1	22.869016414613	13.0940503643645	1	1	1	22.375782098456	1	1	1
IL6	1	1	24.4516714397715	1	1	1	15.1881277932322	81.8974736325358	57.3623103171269	1	1	1	1
IL6R	1	40.8590504652752	63.8278023139103	20.0889933428454	1	1	29.1741655089991	1	1	29.7734992550627	33.3610551518781	1	81.3516614999751
IL7	1	1	1	1	1	13.4795681376982	20.654254869091	1	9.4709153447342	1	1	1	1
IL7R	806.809245541208	850.23077840077	201.910946792359	2268.27929973822	200.779027957073	1	17.2724510266025	100.23659251443	23.548911193755	58.3695869183977	706.088048794961	74.7893131366892	49.9276801435627
IL9R	24.3120951379938	1	1	1	1	1	1	1	1	1	1	11.4165896651813	20.7196714243227
IMPA2	1	1	15.537109443238	1	1	1	113.646998806756	11.0320644575301	1	1	1	14.0852570035283	1
INAFM1	1	1	18.0735244239416	1	1	1	272.958631470682	17.3398164483974	105.515329051481	20.6798417882952	1	23.8550042531751	1
INAVA	1	1	1	1	1	1	1	1	1	1	1	1	1
INCENP	1	1	1	1	1	1	1	1	1	1	1	43.7208407503936	1
INHBA	1	1	63.6451115708592	1	1	1	48.8843076672617	1	120.471957889093	1	1	1	1
INKA1	1	1	1	1	1	16.289296315362	1	35.0897433011229	1	1	1	1	1
INMT	1	1	1	1	1	1	99.5307765336963	41.9578672644498	182.280106890815	1	1	1	1
INPP4B	69.6715322494291	60.4717692039843	1	105.851237637679	1	1	172.432870695085	1	14.2916893739264	1	115.050630166591	78.3910719837823	10.8292304408243
INPP5F	1	60.0462647381643	22.9129695585402	1	1	72.6914719704481	14.4587288056316	15.6705420892908	12.3875518741203	13.8728489415214	53.7455495673233	42.6773931999561	1
INTS6-AS1	1	1	1	1	10.9726859561454	1	1	1	1	1	1	1	1
INVS	1	1	1	1	24.937040005932	1	17.7325115246482	12.0893434373901	1	1	1	13.7985677815645	1
IPCEF1	64.0273006823107	97.9613210353515	1	61.1596559596806	80.1849724597047	1	1	1	1	1	66.1541878801503	38.19306177589	1
IPO4	1	1	1	1	1	1	1	1	1	1	1	1	32.2675266130399
IPPK	1	11.6133331935588	1	1	1	1	1	12.0700004669046	1	1	12.6576247089365	16.1687163703648	1
IQGAP2	80.8538959257062	112.198953282108	65.7582110372755	95.255472996355	148.724996359058	13.4710856161592	1	18.9343631499341	1	47.9259325667763	109.044262346697	61.2411792111473	32.3258690755983
IRAK2	1	12.9073859825609	57.4743848313576	1	1	36.6964439743024	1	1	1	14.3937113435885	10.7819952478528	1	22.2970669019
IRAK3	1	1	60.258821469013	1	1	1	17.8695088497256	34.0892922396435	15.1731639709092	1	1	1	12.5708493177269
IRF4	71.5338521953294	43.5989374196996	43.7727468501876	26.3623952750955	11.8748077722593	62.2194024818713	1	1	1	179.227017532751	33.3803101514148	99.2980280126181	1
IRF5	1	16.4471757022579	37.5407663562256	1	1	48.2503493957909	1	1	1	17.2703175413702	18.3592835882746	16.2404086996926	12.3560265898989
IRF8	1	1	141.654679233957	1	17.8576672090526	348.607691606941	1	1	21.5488184846737	1	13.5919434333451	25.6400615963125	1
IRGQ	1	1	1	1	1	1	1	1	1	1	1	1	16.4311580119065
IRS2	13.6121239449203	54.6330958724909	42.2206999157198	29.7362367470561	1	1	29.8861323399739	1	97.1606383882556	1	43.8741257029939	1	25.9018976405627
IRX2	1	1	1	1	1	1	1	1	1	1	1	1	1
IRX3	1	1	1	1	1	1	1	1	1	1	1	1	1
IRX5	1	1	1	1	1	1	1	1	1	1	1	1	1
ISL2	1	1	1	1	1	1	1	1	1	14.1964803219157	1	1	1
ISLR	1	1	1	1	1	1	75.4168885235801	1	403.096568905348	1	1	1	1
ISYNA1	13.1094443730094	1	1	13.5069743255411	18.2136257169164	1	277.412145203532	73.2153388371647	30.1037313631327	1	1	13.4302032538109	18.495200693669
ITGA1	47.4904473918643	1	1	13.5720564744554	1	1	305.256994580221	171.155146695285	82.591959580413	1	1	35.4034772580804	1
ITGA11	1	1	1	1	1	1	11.0465612456287	1	55.6929910680457	1	1	1	1
ITGA3	1	1	1	1	1	1	14.4334091338314	43.8548030250033	11.2464742143717	1	1	1	18.6054535449714
ITGA6	1	1	1	20.6901007715687	1	1	1	332.952333045877	1	102.59443046109	1	1	1
ITGA7	1	1	1	1	1	1	62.0783729349801	1	1	1	1	1	1
ITGA8	1	1	1	1	1	1	22.9531944248958	1	132.250209675458	1	1	1	1
ITGAL	64.706325434748	67.8517843781806	27.6743047904788	50.9593270042463	172.220104323522	16.7377442368032	1	1	1	22.2563257202357	69.0425185544666	55.0260487714339	1
ITGAM	1	1	74.5426757105443	1	76.4969591005187	13.6896783942217	1	1	1	1	1	1	38.0009575370381
ITGAV	12.1966691014599	15.2846558153439	37.6887986345017	1	11.9065135043929	1	87.8920590937744	49.6367313288382	67.805086526895	1	14.3082802363606	1	125.347201625661
ITGAX	1	1	139.081146321319	1	1	1	1	1	1	1	1	1	70.1581984315365
ITGB2	347.980824607005	312.102692840739	794.502798172161	273.132589798752	1020.71343026152	90.517912785886	1	17.0127563140221	1	59.5989940339806	370.228293120994	266.424850150282	36.6723484860882
ITGB2-AS1	31.2366727513402	39.8723393269385	45.7440225393562	43.6608023103179	100.532653976278	32.6725936394285	1	1	1	1	46.4684342554304	14.9399559983521	1
ITGB3	1	1	1	1	1	1	1	1	1	1	1	1	17.16462267254
ITGB4	1	1	1	1	1	1	1	50.3758044052866	1	1	1	1	1
ITGB5	1	1	14.8408779858078	1	1	1	70.6955344833609	23.1743814812113	134.354110259891	1	1	1	1
ITGB6	1	1	1	1	1	1	1	1	1	1	1	1	1
ITGB7	75.9335530185763	35.8850918704174	25.7883373275744	66.3143984524444	161.902400005937	47.7601944122204	1	1	1	75.4110055260107	24.8504051943251	76.2643395002416	22.8759778299962
ITGBL1	1	1	1	1	1	1	11.5461922092251	1	423.964175692051	1	1	1	1
ITIH5	1	1	1	1	1	1	22.3970196759087	57.8139161190846	78.2883072438376	1	1	1	1
ITK	161.711755942746	237.710065639977	18.3794042744324	215.900534201495	154.223050130786	1	1	1	1	1	222.585502445403	110.896319641702	41.1936421798963
ITM2A	291.679713464477	266.645934893163	24.0432173831624	270.126622521935	69.5673110827882	29.2169034057961	1	908.769961765706	1	68.2624402488459	599.169035408517	376.163332234065	114.323603081414
ITPR3	15.4429531666224	12.7010011602487	1	14.5541074110741	14.0991937688731	15.9706841938895	1	26.4823915186641	1	24.1071214803598	1	16.7717320167347	1
ITPRIPL1	24.6256624146835	21.3741940271737	1	31.1550746568607	1	1	1	1	1	1	15.6274863236813	16.6853723945831	1
IZUMO4	1	15.1824287900001	1	1	1	1	1	1	1	1	19.4129055016304	1	1
JAG1	1	1	13.7264552458802	1	1	1	108.518990328149	51.7990022942049	36.5263554476658	1	1	1	1
JAG2	1	1	1	1	1	1	1	86.9870566002345	1	1	1	1	1
JAK3	46.7858520925784	81.7505358770142	17.8866897529327	65.3594975290341	33.2421256594121	37.1853748973862	1	16.8465916449683	1	22.8033850312026	106.606937586419	56.0510098846474	16.7834430906121
JAKMIP1	13.5750061855557	1	1	1	43.3060939418231	1	1	1	1	1	12.3832742846147	21.4145854681802	1
JAKMIP2	12.1435244996212	1	1	1	43.9656658887613	1	1	1	1	1	1	1	13.5273380430003
JAM2	1	1	1	1	1	1	1	335.421088511691	11.8292453597298	1	1	1	1
JAM3	1	1	1	1	1	1	53.1875676167095	93.5535446982905	50.593853649416	1	1	1	1
JAML	119.079177125325	56.4676772849515	176.609364894166	70.5136974428076	1	1	1	1	1	1	67.2108195018476	53.3559788568113	1
JCAD	1	1	1	1	1	1	1	262.865584449332	23.5802856270453	1	1	1	1
JCHAIN	1	1	19.5412954519209	1	1	58.2089909116896	1	14.4035052892368	16.9580239184579	5955.37772580566	1	51.7684225874463	1
JSRP1	1	1	1	1	1	1	1	1	1	327.530133980543	1	1	1
JUP	1	1	1	1	1	19.7165771896955	25.0855159989705	138.782931140331	48.0179993400197	1	1	1	17.7770043905378
KANK2	1	1	1	1	1	1	114.350515144486	16.8356328004612	89.8524874486648	1	1	1	1
KANK3	1	1	1	1	1	1	27.6001481186949	295.723037414673	13.9951743625281	1	1	1	1
KAT2A	1	1	11.378771299459	1	1	24.2767752913947	1	24.8966218219827	14.2572202837356	1	1	10.3292539914003	14.0010748731279
KBTBD8	1	1	28.0355005068389	1	1	20.444750390825	1	1	1	17.5651725412393	1	1	11.3503760759212
KCNA3	64.3890683459344	31.8612759096487	1	94.105730336306	59.2822489168743	12.4651115980421	1	1	1	69.3558582902127	28.5107037288052	20.0648763670802	1
KCNE3	1	1	15.2000214608819	1	1	1	1	1	1	1	1	1	17.3999476012584
KCNE4	1	1	1	1	1	1	83.9798944690123	1	22.2161816391586	1	1	1	1
KCNH2	1	1	1	1	1	1	1	1	1	1	1	1	22.9703441499354
KCNJ8	1	1	1	1	1	1	129.351577849385	1	22.1028239488796	1	1	1	1
KCNK1	1	1	1	1	1	1	1	1	1	1	1	1	1
KCNK12	1	1	1	1	1	1	1	1	1	21.6120898178125	1	11.5333969981835	1
KCNK3	1	1	1	1	1	1	69.7833766185971	1	1	1	1	1	1
KCNK5	1	1	1	1	1	1	1	1	1	1	23.3354044116635	13.552857086451	1
KCNK6	1	1	31.8963656841925	1	1	1	25.4406323780585	1	23.5028657947168	54.8312267342476	1	14.9579628377919	1
KCNMA1	1	1	31.2214022916999	1	1	1	1	1	1	1	1	1	1
KCNMB1	1	1	27.9976869374045	1	1	1	21.4562424635446	1	1	1	1	1	1
KCNMB2-AS1	1	1	1	1	1	1	1	1	1	1	1	1	1
KCNMB4	1	1	1	1	1	1	1	31.5394843365368	1	1	1	1	1
KCNN3	1	1	1	1	1	1	1	19.2659266843043	1	92.612271151005	1	1	1
KCNN4	1	32.9073480550153	53.6436160741218	16.4857748919268	1	47.0021793803147	1	1	1	26.8792294315059	24.9291538818732	34.3512822240766	1
KCNQ1	1	1	23.0215221093321	1	1	10.7630226294185	1	1	1	1	1	1	31.2721710198937
KCNS3	1	1	1	1	1	1	117.865592260161	1	92.8437816003112	1	1	1	1
KCTD12	1	1	81.9005149735881	1	1	1	1	62.9615730464288	79.1407285439473	20.2642295474309	1	1	1
KCTD15	1	1	1	1	1	1	1	35.6607648564499	1	1	1	1	11.6701319582054
KDELR3	1	1	1	1	1	1	45.1041109051839	1	74.5754994150069	46.6977557282017	1	1	1
KDM8	1	1	1	1	11.6205933328667	1	1	1	1	1	1	1	1
KDR	1	1	1	1	1	1	1	182.835052773195	1	1	1	1	1
KHDRBS2	1	1	1	1	1	15.4244574226296	1	25.86994157574	1	1	1	1	1
KHK	1	1	1	1	1	1	1	1	1	25.2830602822028	1	1	1
KIAA0319L	15.1039286658823	16.0235230414155	11.6313963287084	22.4734653578293	17.9606930313304	11.1493166231428	13.7909971351163	36.7577743871019	18.4211048322035	25.5604573285213	134.356869208006	22.3577944958551	20.5511672450426
KIAA0355	1	1	1	1	1	1	11.7755917433671	88.5236858436453	14.2503064928006	1	13.3556088959905	1	1
KIAA0408	1	1	1	1	1	1	1	1	44.043670446721	1	1	1	1
KIAA0513	1	1	10.9284197680467	12.9992601603414	1	1	1	1	1	20.4915448077915	13.7925405511851	8.9184838478835	1
KIAA0556	1	1	1	1	1	1	1	1	1	1	12.2098757907652	1	12.8171000804907
KIAA0930	1	1	47.6206232110593	1	1	1	12.0077666533307	1	10.2087838851504	16.2276146992659	1	13.3299045179766	1
KIAA1211L	1	1	1	1	1	1	1	129.582368731543	1	1	1	1	1
KIAA1217	1	1	1	1	1	1	1	48.1065458663406	19.7359605408372	1	1	1	1
KIAA1324	1	16.0342382811568	1	1	1	1	1	1	1	1	37.3056213738028	1	1
KIAA1522	1	1	1	1	1	1	1	1	1	1	1	1	40.1074354081375
KIAA1671	14.2440649126904	1	1	1	16.6494471492066	1	1	53.2509766406913	1	1	1	1	1
KIF11	1	1	1	1	1	1	1	1	1	1	1	116.658216840732	1
KIF14	1	1	1	1	1	1	1	1	1	1	1	61.2285456845612	1
KIF15	1	1	1	1	1	1	1	1	1	1	1	54.7763604845768	1
KIF17	1	1	1	1	1	1	1	42.8931213424954	1	1	1	1	1
KIF18A	1	1	1	1	1	1	1	1	1	1	1	46.0346852109686	1
KIF18B	1	1	1	1	1	1	1	1	1	1	1	27.3600598725858	1
KIF19	1	1	1	1	20.2664452901282	1	1	1	1	20.8457386090727	1	1	1
KIF20A	1	1	1	1	1	1	1	1	1	1	1	30.1305857613585	1
KIF20B	27.4989173201198	27.9500910005182	12.2877928163392	21.804552024948	17.1369435426168	16.5942344412386	1	1	1	1	24.8434443759861	137.980106881065	21.3762551204072
KIF21A	56.0104790278047	15.5879609374847	1	30.7412038756074	48.2308565391609	1	1	1	1	27.3032295544673	36.0594531058651	63.0666285710338	22.4774432398631
KIF23	1	1	1	1	1	1	1	1	1	1	1	120.248017509422	1
KIF26B	1	1	1	1	1	1	1	1	63.6899648995597	1	1	1	1
KIF2C	1	1	1	1	1	1	1	1	1	1	1	64.6829248725329	1
KIF4A	1	1	1	1	1	1	1	1	1	1	1	43.5023930540208	1
KIFC1	1	1	1	1	1	1	1	1	1	1	1	125.939702642987	1
KIR2DL3	1	1	1	1	13.3886236494197	1	1	1	1	1	1	1	1
KIR3DL1	1	1	1	1	14.0513564418678	1	1	1	1	1	1	1	1
KIR3DL2	1	1	1	1	49.1298694894403	1	1	1	1	1	1	1	1
KIRREL1	1	1	1	1	1	1	44.9957497204766	1	28.9046961368688	1	1	1	1
KISS1R	1	1	1	1	1	1	1	1	1	17.1929202359173	1	1	1
KIT	1	1	1	1	1	1	1	19.3454478932914	1	1	1	1	572.221011039177
KL	1	1	1	1	1	1	1	37.3497734472566	1	1	1	1	1
KLC4	1	1	1	1	1	1	1	1	1	1	1	1	1
KLF16	1	1	1	1	1	1	1	16.1661302178301	1	1	1	1	14.9656520826233
KLF4	1	1	368.776690461215	1	1	1	572.134554578189	981.97126419005	442.818690620271	12.7724928501107	1	1	27.3591381297262
KLF5	1	1	1	1	1	1	20.9086810693892	1	33.757402152611	1	1	1	1
KLHDC10	1	1	1	1	1	1	1	15.5940922940988	15.0127981161293	1	1	8.2158438860892	1
KLHDC7B	1	12.4838889396487	1	1	1	1	1	1	1	12.7348915931038	18.7339622557421	13.2672882508229	1
KLHL11	1	1	1	11.9634057458368	15.6604000411147	1	16.2741346645439	1	11.258278117259	1	1	1	16.2183437549412
KLHL2	1	25.7030938802828	17.2791505775512	1	9.84722506234026	1	1	39.8894755461787	1	1	16.3307944969781	10.5986723497422	1
KLHL23	1	1	1	1	1	1	100.037411945746	1	1	1	1	1	1
KLHL6	26.040315860102	26.2355056891262	34.3971459409603	27.6856929785221	1	64.7348445839801	1	1	1	73.5530781695964	12.64210350982	20.9563470308678	25.3511924035949
KLK1	1	1	1	1	1	31.7103731888666	1	1	1	27.7204252367291	1	1	1
KLRB1	131.026980015093	217.770651980149	29.7415257009688	280.518615805316	332.069932068653	1	1	1	1	20.4882304799024	581.432413190348	67.4222899244398	12.3484662214875
KLRC1	97.4004467870118	1	1	1	1	1	1	1	1	1	1	30.0298145090305	1
KLRC2	84.556099299675	1	1	1	108.399304933823	1	1	1	1	1	1	56.1227621410134	1
KLRC3	40.441710160946	1	1	1	95.0811116040059	1	1	1	1	1	1	22.3091661001547	1
KLRC4	122.1170298301	1	1	1	84.9636484232518	1	1	1	1	1	1	59.0052057855765	1
KLRD1	286.746282921592	1	1	1	1069.37891274702	1	1	1	1	1	20.0732164822144	121.774482242381	1
KLRF1	1	1	1	1	206.4421480955	1	1	1	1	1	1	1	1
KLRG1	95.556789672339	17.9488736235596	12.0612587978152	57.0577695560875	510.151341245744	1	1	1	1	1	1	14.6978876179044	130.70874116704
KLRK1	317.946318537096	1	1	34.5262270056451	148.678583550818	1	1	1	1	1	1	156.324490122578	1
KMO	1	1	134.101198391312	1	1	20.8799887148495	1	1	1	1	1	1	1
KMT5C	22.7195385083583	23.6085144822926	1	22.0357486501573	1	1	1	1	1	1	37.0206523854722	57.6401014424125	1
KNL1	1	1	1	1	1	1	1	1	1	1	1	131.352040623847	1
KNSTRN	1	1	1	1	1	1	9.43429284769007	1	1	1	1	36.1573174501505	1
KNTC1	1	1	1	1	1	1	1	1	1	31.5047771180649	1	39.8285036480533	1
KRBA2	1	1	1	1	11.322207753761	1	1	1	1	1	1	1	1
KREMEN1	1	1	1	1	1	1	10.8669521471515	1	24.3952128003438	1	1	1	45.8866286031405
KRT18	1	1	1	1	1	1	148.303505478431	1	1	21.6062071210313	1	1	1
KRT19	1	1	1	1	1	1	1	1	1	1	1	1	123.141340804351
KRT7	1	1	1	1	1	1	1	1	1	1	1	1	1
KRT8	1	1	1	1	1	1	71.8554034304105	1	1	1	1	1	1
KRT86	32.687550119299	1	1	1	1	1	1	1	1	1	1	14.6033750663431	1
KRTCAP3	1	1	1	1	1	1	1	1	1	1	1	1	1
KTI12	1	1	1	1	38.3800431351708	1	1	1	1	1	1	1	1
KYNU	1	1	130.977435057091	1	1	103.85827586216	1	1	1	1	1	1	1
L3MBTL3	1	19.6850620045749	1	1	20.9203241016668	15.1631306936614	12.1612089596918	1	1	1	1	13.1782083265023	34.3350245312678
LACC1	1	1	16.6584706587568	1	1	1	1	1	1	1	1	1	17.8046441314915
LACTB2-AS1	1	12.8063503691186	1	1	1	1	1	1	1	10.6053857836277	1	1	1
LAG3	143.825781723992	34.0327642699894	1	19.7714700675425	66.3608009205238	1	1	1	1	11.9517332066977	151.635678572218	170.677189096629	1
LAIR1	20.2164378458172	13.3851679762395	123.555076732263	21.677478620024	93.9706230815916	1	1	1	1	1	1	1	72.5112489401339
LAIR2	1	125.141488909462	1	1	83.387343302888	1	1	1	1	1	131.206562131898	28.1515831617943	1
LAMA2	1	1	1	1	1	1	17.0056462501359	1	180.530487911778	1	1	1	1
LAMA4	1	1	1	1	1	1	251.153024598879	153.051192182737	257.87996378008	1	1	1	1
LAMB1	1	1	1	1	1	1	172.100374938388	90.3696553640763	138.200281401905	1	1	1	1
LAMB2	1	1	1	1	1	1	126.328335334547	136.780901813365	96.3311558126083	1	1	1	1
LAMB3	1	1	13.0685042621944	1	1	1	1	1	1	1	1	1	1
LAMC1	1	1	1	1	1	1	91.9025641938784	49.0342354476872	88.3387751645182	1	1	1	1
LAMC2	1	1	1	1	1	1	1	1	1	1	1	1	1
LAMC3	1	1	1	1	1	1	119.169751857223	1	1	1	1	1	1
LAMP3	1	1	28.2520692142789	1	1	1	1	1	1	1	1	1	1
LANCL2	1	1	1	1	1	1	1	1	1	1	1	1	12.2740354142074
LAPTM4B	1	30.1486010429519	1	1	1	1	29.4415935218761	16.4810256362908	49.3873266809519	1	1	1	1
LAPTM5	789.035397635153	767.037829313218	1139.95406399296	897.731257863157	723.41228659437	1785.84983562012	15.0376209919233	85.5552446144895	16.9090239449317	133.62762243073	1241.0540721861	519.94877845896	960.827559198305
LARGE2	1	1	1	1	1	19.8369512528758	1	1	1	1	1	1	1
LARP1B	1	1	11.188538078924	1	16.2209696579316	1	13.2124874557528	1	10.7036762184373	57.2206640043038	1	13.8343418791976	1
LAT	162.319397678575	247.825706542397	20.4603274109806	163.807478261704	259.562446090609	1	1	11.387590666823	1	13.4682524949127	223.346141578369	150.278482663467	546.981214044017
LAT2	1	12.5993474253478	101.644606207372	1	22.6604916337998	158.574031169223	1	1	1	48.2817607794497	10.9328158387964	31.2701533223155	244.564612556217
LAX1	39.4432103705057	57.6867776273643	1	35.3124401690959	73.0635150264669	17.0001277974554	1	1	1	98.1529047437641	44.9233919795908	31.456413945595	182.131836735226
LAYN	1	134.498627890413	1	1	1	1	35.2637546436408	52.2597086806088	28.6475937443064	1	1	21.8936582531142	1
LCK	322.880752378922	370.55607166001	20.6315616899441	270.471736111857	400.517373611406	25.9857430178182	1	13.1308996109397	1	15.4796868920502	281.394906357098	191.167887311802	1
LCLAT1	1	1	1	1	1	1	16.6598023688189	1	1	1	12.9146252993051	14.8698975397958	26.5797571488664
LCN10	1	1	1	1	1	20.9865620379848	1	1	1	1	1	1	17.5210681663007
LCN2	1	1	1	1	1	1	1	1	1	1	1	1	1
LCP1	537.504393740274	305.717948202117	420.343850611424	433.161968355432	621.358923979693	282.270933109807	12.6834285164646	19.0149369978593	1	76.0687913022951	331.121167838759	660.18002454568	242.232293067948
LDB2	1	1	1	1	1	1	52.9397022807183	396.996979622293	31.7710901734625	1	1	1	1
LDHD	1	1	1	1	1	1	1	1	1	1	1	1	1
LDLRAD4	243.951660789698	176.364569527685	101.147053344428	148.841989787315	1	180.178571877004	10.7159533993742	24.490897945305	15.7235332004966	22.4318907716713	131.448698901705	164.290142322579	27.5056292825479
LEF1	18.3656190079293	118.114272373829	1	84.9940058087196	24.4156811403323	1	17.6229455708259	17.6301895837665	16.0693521008488	1	48.5004223438051	19.0684085346618	1
LEFTY2	1	1	1	1	1	1	1	1	68.6960882697147	1	1	1	1
LEO1	21.2949774695618	21.1994739190943	12.5771455950284	21.0755234609146	16.8749193171883	16.6764345850299	18.801938352528	15.4134279816029	18.3732877474583	1	15.6478737918761	21.9486720120572	291.806788447362
LEPR	1	1	1	1	1	1	1	141.670997971565	15.139742198477	1	1	1	1
LEPROTL1	775.129714314644	598.797732967691	125.626207766006	792.648451734656	178.995654927393	56.4223719587177	94.428016038799	145.81482875702	58.9135272304256	114.219280780068	653.064148175299	263.93313229135	155.68949136649
LETM2	21.277219160085	19.4685182250028	1	14.8638260951936	1	11.8924669797725	1	1	1	1	14.7278653402336	19.3937792735858	10.7309808304961
LGALS2	1	1	147.614685563038	1	1	1	1	1	1	1	1	1	1
LGALS3BP	1	13.1948284496313	53.1775910833353	13.5853611141106	1	1	315.572258517657	1	262.360362550514	13.892362762575	14.7010679542715	1	1
LGI4	1	1	1	1	1	1	105.574956846853	1	1	1	1	1	1
LGMN	1	42.5939738741516	133.694021225483	1	1	87.6443174661925	109.235052487511	38.1049201910572	89.1083485081023	31.5467536621024	1	13.6176669004198	1
LGR4	1	1	1	1	1	1	1	11.6243953891292	1	1	1	1	1
LGR6	1	1	1	1	34.5407178692067	1	1	1	1	1	1	1	1
LHFPL2	1	1	47.3068169848908	1	1	1	16.5247388313126	33.2571939318742	18.9398387880801	1	1	1	1
LHFPL6	1	1	1	1	1	1	958.2511157271	81.607822938275	175.824527175328	1	27.2240727631798	1	1
LIF	1	1	1	1	1	1	1	1	19.2567291909129	1	1	1	237.033131068963
LIFR	1	1	1	1	1	1	13.0662078846666	275.698240351725	45.1815717793341	1	1	1	1
LILRA2	1	1	29.8197097535407	1	1	1	1	1	1	1	1	1	1
LILRA5	1	1	37.1132731677036	1	1	1	1	1	1	1	1	1	1
LILRA6	1	1	18.9306301732603	1	1	1	1	1	1	1	1	1	1
LILRB1	1	1	57.1094879597795	1	88.0003737706662	22.1528256789568	1	1	1	44.6725622671288	1	1	1
LILRB2	1	1	105.092584438331	1	1	1	1	1	1	1	1	1	1
LILRB3	1	1	93.7793518527486	1	1	1	1	1	1	1	1	1	1
LILRB4	1	1	170.89422737973	1	1	1	1	1	1	1	1	1	1
LIMCH1	1	1	1	1	1	1	38.0193280458934	82.569504210552	445.16610897183	1	1	1	1
LIME1	201.351618442141	150.327545224025	25.7821760550776	209.572452675034	270.825567954916	37.7507158885685	1	21.9574549306612	1	466.733398109412	82.9558009666352	258.299942247429	11.7010966245591
LIMS2	1	1	1	1	1	1	34.7870825993728	413.499777833184	17.4417127237121	1	1	1	1
LIN7A	1	1	1	1	1	1	51.614552267755	1	1	1	1	1	1
LIN7B	1	1	10.0127787981603	1	1	1	1	21.8064486397874	1	33.9194193161109	1	1	1
LIN9	1	1	1	1	1	1	1	1	1	1	1	17.2085033886911	1
LINC00158	1	1	1	1	1	1	1	1	1	1	1	17.5413399134248	1
LINC00239	14.226528339764	24.6190066754727	1	24.5377248880621	21.9669227969779	1	1	1	1	1	19.0979903752933	1	1
LINC00243	1	1	1	1	11.0121933782498	1	1	1	1	1	1	1	1
LINC002481	1	1	1	1	29.1916000710644	1	1	1	1	1	1	1	1
LINC00265	1	1	1	1	1	1	1	1	1	1	1	13.2832622016123	1
LINC00324	11.0722895054899	1	1	13.9375872297789	12.3041106522995	17.7826730901099	1	1	1	15.5272205941972	1	11.1595501974052	1
LINC00342	1	1	1	1	1	1	1	1	1	1	1	20.3020069949564	1
LINC00426	20.3843611974338	30.4040291916303	1	19.0709524642724	1	27.9194922587063	1	1	1	13.4724643103046	29.8104421242546	23.1430821529511	1
LINC00472	1	1	1	1	1	1	28.2885477963854	64.1095898317088	30.025384179398	1	1	1	1
LINC00511	1	1	1	1	1	1	1	1	1	1	1	1	52.7013406306853
LINC00513	1	1	24.0356770648012	1	1	1	1	1	1	1	1	1	1
LINC00519	1	14.9823411593642	1	1	1	1	1	1	1	1	1	1	1
LINC00525	1	1	1	1	1	1	1	1	1	13.8456416285535	1	1	1
LINC00526	1	1	1	1	15.3505410649182	1	1	1	1	1	1	1	1
LINC00528	1	1	1	1	1	1	1	1	1	24.2142128106545	1	1	1
LINC00539	1	1	1	1	1	16.3121598108991	1	1	1	14.8760706294908	16.3517572295403	17.2546218156472	1
LINC00649	44.818745412965	76.2776278717304	1	39.9997671935456	36.3844694682865	1	1	1	1	18.8965300784345	79.2524940068969	40.4269689235116	1
LINC00702	1	1	1	1	1	1	49.4552693129033	1	1	1	1	1	1
LINC00861	66.9984326522077	57.5499316416507	1	66.5049865234601	163.451667299871	1	1	1	1	1	42.2200496688597	27.0573661173025	1
LINC00877	1	1	18.2514966395241	1	1	1	1	1	1	42.2837561566256	1	1	44.9626872129204
LINC00884	1	1	18.3242218101002	1	1	1	1	1	1	1	1	1	1
LINC00891	1	10.6580038249719	1	1	1	1	1	1	1	22.3543459308631	1	1	1
LINC00924	1	1	1	1	1	1	30.3159470507327	1	1	1	1	1	1
LINC00926	1	1	1	1	1	206.150022201913	1	1	1	13.9226808557052	1	1	1
LINC00944	27.8773620215404	13.5905632415354	1	27.1673296094738	113.6456124387	25.4403729273396	1	1	1	1	12.1495947207586	12.3122901436525	1
LINC01094	1	1	22.7786842524644	1	1	1	1	1	1	1	1	1	1
LINC01140	1	1	1	1	1	1	10.3654246456202	1	66.5060947818192	1	1	1	1
LINC01197	1	1	1	1	1	1	42.8297541821248	1	1	1	1	1	1
LINC01215	1	1	1	1	1	17.4340315503002	1	1	1	1	1	1	1
LINC01229	1	23.5019512880976	1	1	1	1	1	1	1	1	50.1725189946291	1	1
LINC01281	1	32.5044008261243	1	1	1	1	1	1	1	1	58.8022549171915	1	1
LINC01340	1	1	1	1	1	1	1	1	1	1	1	1	18.3732820873262
LINC01353	1	1	1	1	1	1	1	1	1	1	1	1	13.253439128758
LINC01358	1	1	1	1	1	1	1	1	1	32.4198027810569	1	15.9392364447639	1
LINC01410	1	1	1	1	1	1	1	1	1	13.7140479113421	1	1	1
LINC01426	1	1	1	1	1	1	1	1	1	1	1	1	1
LINC01465	1	1	1	1	11.4349943928506	1	1	1	1	1	1	1	1
