NAME	CD8.cells	T.cells.regulatory	Myeloid.cells	CD4.cells	NK.cells	B.cells	Mural.cells	Endothelial	Fibroblasts	Plasma	T.cells.helper	T.cells.proliferative	Mast.cells
CEACAM4	1	1	28.159889792784	1	1	1	1	1	1	1	1	1	1
CEACAM6	1	1	1	1	1	1	1	1	1	1	1	1	1
CEBPA	1	1	31.3119158235283	1	13.1907507435797	1	1	1	1	1	1	1	1
CEBPD	65.3545583464815	1	532.974163246668	53.1053904073647	33.3954135151698	1	919.571670636738	1979.77362721286	1876.38429918074	17.1627032457907	14.1329598483937	37.9359759036015	1
CEMIP	1	1	1	1	1	1	1	1	107.112704343559	1	1	1	1
CENPA	1	1	1	1	1	1	1	1	1	1	1	98.2438971683032	1
CENPE	1	1	1	1	1	1	1	1	1	1	1	116.160362721912	1
CENPF	1	1	1	1	1	1	1	1	1	1	1	288.829408382469	1
CENPH	1	1	1	1	11.6225868071057	10.2976934733908	13.2105875782767	1	1	1	1	86.8517755413676	1
CENPJ	1	1	1	1	1	1	11.1894263486679	1	1	1	1	24.2912518515039	1
CENPK	16.0750916724381	19.3254732536406	1	17.9128127054803	35.2232848876037	1	1	1	1	1	18.8184920485792	134.376143810724	1
CENPL	1	1	1	1	1	1	1	1	1	1	1	32.6346827415848	1
CENPM	36.0995949596674	57.8198312250805	11.0705353809696	32.4597644633605	1	67.827791449568	1	1	1	58.6173481899508	46.9768515116606	258.469941381761	1
CENPN	1	1	13.4880571314135	1	1	1	9.21953303245588	1	1	1	1	164.755413485164	1
CENPO	1	1	1	1	1	1	1	1	1	1	1	30.670777471925	1
CENPP	1	1	1	1	1	1	50.5254241582591	1	13.6309433284023	1	1	32.8856465448455	1
CENPQ	1	1	1	1	1	1	1	1	1	1	1	35.6970882669429	1
CENPS	1	1	1	1	1	1	1	1	11.6099360646027	11.0488992068408	1	35.3763233224237	17.6008633440937
CENPU	1	1	10.5500915772427	1	1	1	1	1	1	1	1	158.458255254128	1
CENPW	1	1	32.2347902376166	1	1	1	1	1	17.7802590468455	1	1	195.565470255184	1
CEP128	1	11.6743548995445	1	1	1	1	1	1	1	69.186762828001	1	29.7708132803653	1
CEP131	1	1	11.8481062398236	1	1	1	1	1	1	1	1	21.6587579119574	1
CEP152	1	1	1	1	1	1	1	1	1	1	1	50.9460739453142	1
CEP250	12.5659152100827	1	1	1	18.7412838661255	1	1	1	1	1	1	13.9622167491479	1
CEP55	1	12.0535925054806	1	1	1	1	1	1	1	1	1	100.70369131601	1
CEP78	13.6419992444198	13.0925035147823	1	1	122.723903890376	1	13.5658058722523	1	1	1	1	30.0792645216401	25.2870103294033
CERCAM	1	1	1	1	1	1	58.5148983376569	1	111.51032323351	64.6850890960764	1	1	1
CES1	1	1	16.0284064120018	1	62.99970469946	1	31.9750593330741	1	527.567767779702	1	1	1	1
CETP	1	1	1	1	1	1	1	44.5582089941561	1	1	1	1	1
CFAP221	1	1	1	1	1	1	1	1	10.7864469365293	1	1	1	1
CFAP54	1	1	1	1	1	1	1	1	1	26.0294031912071	1	1	1
CFAP97D2	1	1	1	1	12.7653355943714	1	1	1	1	1	1	1	1
CFB	1	1	1	1	1	1	74.4052958845911	16.1020691039527	66.1660992399582	1	1	1	1
CFD	1	1	210.156767297025	1	11.9790526343731	1	1	1	1893.36377791155	1	1	1	12.1666441515405
CFH	1	1	1	1	1	1	205.637467080358	1	297.182296122674	1	1	1	1
CFI	1	1	1	1	1	1	15.702634409427	57.9936748607396	102.871267363837	1	1	1	1
CFP	1	1	66.0732431235714	1	1	1	1	20.9630755051037	1	1	1	1	1
CGN	1	1	1	1	1	1	1	1	1	1	1	1	1
CHAC1	1	1	1	1	1	1	1	1	1	96.9346955565522	1	1	61.6280551678767
CHAC2	1	1	1	1	1	1	1	1	1	23.4620508092559	1	19.5215111296286	1
CHAF1A	1	1	14.9112163225761	1	1	10.8418437040336	1	1	1	1	1	68.3686448304347	1
CHAF1B	1	1	1	1	1	1	1	1	1	1	1	19.9516665954485	1
CHD7	1	1	1	23.1577333136144	1	45.7436861075409	1	38.9166318348045	1	20.7141992431703	29.2861895832895	13.1514666859004	41.1730556975795
CHEK1	1	1	1	1	1	1	1	1	1	1	1	57.8359875243095	1
CHEK2	1	1	1	1	1	1	1	1	13.975605692843	1	1	18.3179769698017	1
CHI3L1	1	1	38.4141694467323	1	1	1	1	1	75.5945535791526	1	1	1	1
CHI3L2	1	1	1	1	16.6149567770689	23.9681180718429	1	1	31.8868807814493	11.7034303751966	1	11.7801484040244	1
CHIC1	1	10.5535156311172	1	1	1	1	1	1	1	1	10.8630391260851	1	1
CHIT1	1	1	262.234448190901	1	1	1	1	1	1	1	1	1	1
CHKA	1	1	25.6930869654408	1	1	1	1	11.2959351560364	11.8352270761897	1	1	1	58.0281958412624
CHML	1	1	25.2104891568782	1	1	1	1	1	1	1	1	1	1
CHN1	1	23.2868978838656	1	15.323308918805	1	1	170.071608479977	40.6829555109717	28.073263271668	1	83.830114200407	18.854782751623	1
CHN2	13.698295082254	1	17.4369725244146	1	17.0131710418878	1	1	1	19.1084320741833	1	1	1	59.4914771345531
CHPF	1	1	1	12.4151997877123	14.1209473208539	1	81.7181836588437	1	125.845966943099	258.513021011931	16.293361191991	18.6540252267362	1
CHPT1	32.4625552091655	13.5833148219878	41.8456205294836	19.3856886050045	1	146.744780358316	46.0184710848941	16.0696466942924	91.0730651656495	26.8926186995679	14.0360516209576	30.9032741917155	38.1358013813748
CHRD	1	1	1	1	1	1	44.2599893470673	1	1	1	1	1	1
CHRDL1	1	1	1	1	1	1	1	1	155.813275428641	1	1	1	1
CHRFAM7A	1	1	1	1	13.2603571719579	1	1	1	11.9347733957523	1	1	1	19.150770092518
CHRM3-AS2	1	17.6936598846914	1	12.4587873674434	1	1	1	1	1	1	43.890863289474	19.1299766122476	1
CHRNA5	1	1	1	1	1	15.2766935491669	1	1	1	1	1	9.9662871602414	1
CHRNE	12.1657304647933	1	21.2464735731643	1	12.573784638429	1	1	1	1	1	1	1	21.5981977782208
CHST15	1	1	13.3401808856641	1	1	17.5262809544057	1	24.0458094136861	1	42.0616283961081	1	1	14.9915503837674
CHST2	1	1	14.7932095259985	1	15.5192459650523	1	1	1	1	74.6772615038287	1	25.3460788982021	1
CHST7	16.8012536439998	59.7788404793064	22.2293177115436	12.527113588961	19.5970593509099	1	1	23.289223408579	20.2852507786165	1	43.7023855123904	17.2748364905662	1
CHTF18	1	1	1	1	1	1	1	1	1	1	1	33.5654774400625	1
CIITA	1	1	97.8720153181531	1	1	52.7268968467593	1	31.7110526894185	1	1	1	21.530669206806	1
CIP2A	1	1	1	1	1	1	1	1	1	19.6825733992852	1	57.9257798839033	1
CIT	1	1	1	1	1	1	1	1	1	1	1	31.348920926997	1
CITED4	1	1	1	1	1	1	18.9203524071577	101.515947099236	15.0550183736649	1	1	1	1
CKAP2L	1	1	1	1	1	1	1	1	1	1	1	91.15583946739	1
CKAP4	1	1	15.6425147909466	1	1	15.6118772047584	83.4379842222814	51.535547285359	85.7993635044852	111.103276747833	1	1	16.1501759875228
CKB	1	1	14.5682774030223	1	1	1	160.566616895	1	46.9649618970441	1	1	1	1
CKS1B	13.4799558059387	11.7743146670088	20.4459322657186	1	16.6264419256946	16.247429903265	31.2503137449117	26.4817177730009	29.02274218493	17.5693731135477	1	348.546260865608	1
CLCC1	1	1	1	1	1	1	14.5441212032993	1	15.3774743318617	34.3264966156135	1	1	9.70721331460068
CLDN1	1	1	39.0081834524062	1	1	1	1	1	1	1	1	1	1
CLDN23	1	1	1	1	1	1	1	1	11.1224898470506	1	1	1	10.8664969794085
CLDN3	1	1	1	1	1	1	1	1	1	1	1	1	1
CLDN4	1	1	1	1	1	1	1	1	1	1	1	1	1
CLDN5	1	1	1	1	1	1	1	959.470218605234	1	1	1	1	1
CLDN7	1	1	10.3667076803452	1	1	1	1	1	1	1	1	1	1
CLEC10A	1	1	243.410653818828	1	1	1	1	1	1	1	1	1	1
CLEC11A	1	1	57.0449494880144	1	1	1	167.750352504061	1	320.584948577209	1	1	1	13.661444633064
CLEC12A	1	1	47.3125571829474	1	1	1	1	1	1	1	1	1	27.8326209766335
CLEC14A	1	1	1	1	1	1	1	1458.91667902779	1	1	1	1	1
CLEC17A	1	1	1	1	1	16.1426946456052	1	1	1	1	1	1	1
CLEC1A	1	1	1	1	1	1	1	110.073607868902	1	1	1	1	1
CLEC2B	680.233488589631	219.294630827841	299.746545616711	372.968547023217	407.890724739366	53.214630106136	58.1708002492709	357.543430921467	141.354252865826	87.8313319470529	258.498484204403	521.083360976846	19.8067405040742
CLEC2D	236.23604157056	220.34472586145	27.0828350666652	203.113327448776	155.262990047787	47.1820404165518	1	16.7851941401586	13.0380567008256	33.4990296846855	266.510583818987	243.760896106872	13.1473533084973
CLEC3B	1	1	1	1	1	1	37.5905045630694	827.532553695902	1	1	1	1	1
CLEC4A	1	1	116.412585767636	1	1	1	1	1	1	1	1	1	1
CLEC4E	1	1	52.2483962234069	1	1	1	1	16.7614272591413	1	1	1	1	1
CLEC5A	1	1	91.8203885497065	1	1	1	1	1	1	1	1	1	1
CLEC7A	1	14.3842971808984	260.337999635539	1	1	1	1	1	1	1	1	1	1
CLECL1	24.6776099096149	1	36.155446258891	12.5498865792067	1	120.723931267981	1	1	1	17.692475733263	40.7084329371023	41.7958061092853	35.8801024269877
CLIC2	1	1	59.7996766749681	1	1	1	1	77.7574086631464	30.5090875494144	11.3664553023421	1	1	1
CLIC3	65.2715496106318	1	1	15.9377043120362	144.74831235681	1	1	18.7571960291255	13.1662260948768	1	13.5837156286675	19.9464949421042	1
CLIP3	1	1	1	1	1	1	44.9496150385461	1	65.4594665931346	1	1	1	1
CLMN	1	1	16.6509276993167	1	1	14.0759966500327	131.115521299593	1	1	14.1619710008492	1	1	1
CLMP	1	1	1	1	1	1	1	1	130.964104265167	1	1	1	1
CLNK	1	12.893907753902	1	1	1	1	1	1	1	1	1	14.1850302742141	1
CLP1	13.4511906744552	12.5863447235566	1	12.0718843041772	12.8633170167934	1	1	1	1	1	1	15.9259501504258	17.8994819557648
CLSPN	1	1	1	1	1	1	1	1	1	1	1	134.506120332956	1
CLTRN	1	1	1	1	1	1	1	1	1	1	1	1	1
CLU	23.0086910068875	1	1	37.1662462111087	12.6473734398148	1	141.423715287879	126.368243280279	214.43039093244	1	24.8793903910636	19.7568333891465	1561.50621246984
CMPK2	1	1	1	1	1	1	1	42.2573759120291	1	1	1	1	1
CMTM8	1	27.1881872813623	1	33.7600279049389	1	1	1	94.1453929920587	19.5728028148531	1	21.7152128782623	1	1
CNKSR1	1	1	1	1	1	1	1	1	1	36.2658049272328	1	1	1
CNMD	1	1	1	1	1	1	1	1	1	1	1	1	1
CNN1	1	1	1	1	1	1	146.14302101944	1	33.3760819091095	1	1	1	1
CNN3	1	1	1	1	1	1	630.558969693145	332.955290965813	312.837017042597	1	1	1	1
CNR1	1	1	1	1	1	13.2571245365369	1	1	1	1	1	1	1
CNR2	1	1	1	1	1	16.6770908312307	1	1	1	1	1	1	1
CNRIP1	1	1	1	1	1	1	77.2134823167251	89.697128021453	88.5247815434808	1	1	1	112.879709408583
CNTN4	1	1	1	1	1	1	52.8219818090949	1	1	1	1	1	1
COBL	1	1	1	1	1	1	1	1	1	1	1	1	27.9217776298316
COBLL1	1	1	1	1	1	129.577589363013	70.8576362488536	34.4417278899044	18.2591806091106	160.453589759294	1	23.6908926935887	14.9402349452308
COCH	1	1	1	1	1	51.7372017171015	1	1	1	19.4080976080292	1	1	1
COL10A1	1	1	1	1	1	1	1	1	134.012958584033	1	1	1	1
COL12A1	1	1	1	1	1	1	133.639752459334	1	48.1044822110522	1	1	1	1
COL13A1	1	1	1	1	1	1	1	1	57.9232732460225	1	1	1	59.7383298936608
COL14A1	1	1	1	1	1	1	250.323117196424	1	171.550470109544	1	1	1	1
COL15A1	1	1	1	1	1	1	112.850241579034	86.3218151326952	40.8900690360205	1	1	1	1
COL16A1	1	1	1	1	1	1	22.0092716728292	1	110.397363083786	1	1	1	1
COL18A1	1	1	1	1	1	1	687.623609833743	195.121139023675	262.685973485083	1	1	1	58.3409613078897
COL19A1	1	1	1	1	1	18.5411545217316	1	1	1	1	1	1	1
COL1A1	1	1	1	1	1	1	452.20782916255	1	1377.09642760408	1	1	1	1
COL1A2	1	1	1	1	1	1	1127.6307881563	1	1856.54891615132	1	1	1	1
COL21A1	1	1	1	1	1	1	50.7649958380017	1	27.7254807369415	1	1	1	1
COL3A1	1	1	1	1	1	1	538.422715870944	1	1405.85611018953	1	1	1	1
COL4A1	1	1	1	1	1	1	463.705015732098	749.561292552014	99.4171062397082	1	1	1	1
COL4A2	1	1	1	1	1	1	777.600664852883	848.034716674164	157.510811777281	1	1	1	1
COL4A3	1	1	1	1	1	16.847177848768	1	1	1	12.4418553736675	1	1	1
COL4A4	1	1	1	1	1	14.5306225312216	1	1	1	18.7241742774969	1	1	1
COL5A1	1	1	1	1	1	1	97.3478715048951	1	334.394878057691	1	1	1	1
COL5A2	1	1	1	1	1	1	167.549362567426	1	241.941255489921	1	1	1	1
COL5A3	1	1	1	1	1	1	64.2773045049333	1	1	1	1	1	1
COL6A1	1	1	1	1	1	1	573.317014753974	13.7478693045252	696.676969758428	1	1	1	1
COL6A2	1	1	1	1	69.947762910688	1	1079.3080431516	47.1862489346848	1318.62274898129	1	1	1	1
COL6A3	1	1	1	1	1	1	330.00040323224	1	903.822138662379	1	13.9767272473955	12.0248803670282	1
COL6A6	1	1	1	1	1	1	1	1	39.6260100800762	1	1	1	1
COL8A1	1	1	1	1	1	1	113.716695485696	1	426.457737696286	1	1	1	1
COL9A2	1	29.2313951412457	10.507099539317	1	1	15.1913345090477	1	1	1	12.2559101638529	38.3358302285533	13.5568951372308	40.2961972463538
COL9A3	1	1	1	1	1	27.7626135127749	1	1	1	45.8271570848916	1	1	1
COLEC12	1	1	32.3889557953251	1	1	1	1	1	73.7299949682636	1	1	1	1
COPZ2	1	1	1	1	1	1	17.7849022386517	1	50.1823020326089	10.7854639435782	1	1	1
CORO1A	726.878836025952	708.143161335831	301.73610831523	577.290189061339	925.551706518407	665.320511668018	1	22.1532858289083	12.0274461140584	117.291122596673	552.485793014066	1235.68448710153	84.0143042575258
CORO2A	1	12.8360562394292	1	14.4944695807227	1	1	1	1	1	1	12.627325301344	1	1
COX18	1	1	1	1	1	1	1	1	1	18.1948616918013	1	1	1
COX4I2	1	1	1	1	1	1	723.599142802056	1	1	1	1	1	1
COX7A1	1	1	1	1	1	1	322.993785301904	153.098413679828	211.317435456431	1	1	1	28.9900241157607
CPA3	1	1	1	1	1	1	1	1	1	1	1	1	3117.30197187657
CPA5	1	23.2288539592614	1	1	1	1	1	1	1	1	23.2288239679977	19.7472161384945	1
CPE	1	1	1	1	1	1	348.25844825124	27.7732354648642	80.0527600062799	1	1	1	1
CPEB4	1	13.8155649349561	40.4808941068752	1	14.1352765465601	1	38.3329378767792	41.046532113965	17.8456224150346	154.882698018397	1	14.7117613495934	89.309618814719
CPM	1	1	58.0768618609167	1	1	1	44.8951429751716	1	1	1	22.3995564996961	1	56.0925171795879
CPNE2	1	28.5856903585593	1	1	1	1	19.1228127226759	155.593612368649	9.97936933973905	1	1	28.220769748844	1
CPNE5	1	1	1	1	1	59.4962819842268	1	1	1	179.21474764552	1	15.6197951080879	1
CPNE7	38.5397078931765	1	1	25.1514813291938	1	1	1	1	34.4441075646039	1	32.9720084534251	29.7605065034958	1
CPOX	19.3429161074375	21.9669098560238	1	14.5547656064978	1	1	1	12.2935775871954	1	11.2522661262809	1	13.5931602102999	1
CPVL	1	1	158.840294241101	1	1	1	1	1	16.1078768897109	1	1	1	1
CPXM2	1	1	1	1	1	1	1	1	39.962819715885	1	1	1	1
CPZ	1	1	1	1	1	1	1	1	79.2314973064745	1	1	1	1
CR1	1	1	16.6649589613213	1	1	28.6554680120293	1	1	1	1	1	1	1
CR2	1	1	1	1	1	27.208598172534	1	1	1	1	1	1	1
CRACR2A	16.4775910659145	12.8239216053165	1	14.2089549345468	14.2061101666436	1	1	1	1	1	11.1206204513442	11.2291780528618	1
CRACR2B	1	1	1	1	1	14.7688579519827	1	62.0631291504846	1	47.621053791361	1	1	1
CRADD	12.3571894658669	76.5462706708637	16.049968644916	1	11.7433808958295	1	20.01580184461	16.5559893518356	9.79391348919849	11.6925241782464	18.1816895824309	16.7639690232761	1
CRB3	1	1	1	1	1	1	1	1	1	1	1	1	1
CREB5	1	1	50.5504300458153	1	1	1	62.5459957739959	22.6802639554097	13.0909377569141	1	1	1	12.7001566130851
CRIM1	1	1	1	1	1	1	78.8431965869159	65.0286786631473	78.3723847113944	1	1	1	1
CRIP2	1	1	1	30.4773507457925	1	22.1953582623955	642.759900404378	1388.48752122644	139.243145228232	1	1	1	1
CRISPLD2	1	1	1	1	1	1	220.852590639744	1	87.0696022714971	1	1	1	1
CRLF2	1	1	1	1	1	1	1	1	1	1	1	1	95.6096321036429
CRNDE	1	1	1	1	1	1	1	13.0331923387392	1	24.1131419008877	1	51.2061034094944	1
CRTAM	239.397335270319	1	15.1462444066809	1	110.938078523389	1	1	1	1	1	27.4938891204018	117.313756340818	1
CRYAB	1	1	1	1	1	1	876.045937852525	1	253.53391041957	1	1	1	1
CRYBG1	64.5587942391269	57.9874263419252	47.8535869554759	103.024715514436	88.1112808767403	29.9595066175834	1	25.339735856282	1	1	75.063812618304	49.6053768465595	1
CRYM	1	1	1	1	1	1	1	1	1	1	1	1	1
CSF1R	1	1	172.74594355057	1	1	1	1	1	1	1	1	1	1
CSF2	1	1	1	1	1	1	1	1	1	1	41.8841758613971	1	39.6858929297565
CSF2RA	1	1	155.013215335726	1	1	1	1	1	1	1	1	1	1
CSF2RB	1	1	27.8604530877934	1	1	1	1	1	1	25.4399090198099	1	1	53.4020704623305
CSF3R	1	1	73.2168550300441	1	1	1	1	1	11.8035344214606	1	1	1	1
CSGALNACT1	1	14.3985240262642	1	22.3206738573109	1	1	67.7811425749541	17.8646856624301	14.179814685649	15.2575663776001	41.276845275593	12.4435522343098	1
CSPG4	1	1	1	1	1	1	77.7953263593296	1	1	1	1	1	1
CSRP2	1	1	16.9845406199125	1	1	1	500.714463281495	87.5561355893752	114.678309613907	1	1	1	1
CST3	1	1	3842.13048657902	1	26.2337405833366	1	1561.56800984373	200.223387646595	1865.05520400895	41.6476201163481	1	1	996.795336674302
CST7	1519.56453133196	350.714365426025	220.973081046536	411.131692885344	2095.70051534176	1	1	33.6461053601545	12.0907761665752	43.1693937297804	418.356886641761	453.246500889166	295.535349846629
CSTA	1	1	158.055579720322	1	1	1	1	1	76.0625287666029	1	1	1	1
CTF1	1	1	1	1	1	1	1	1	13.1441480783067	1	1	1	1
CTH	16.2805465507394	1	1	1	11.139646472241	1	1	1	1	36.5573319556311	1	24.9181783376242	1
CTHRC1	1	1	1	1	1	1	109.677539263016	1	598.078821328677	19.9626278051624	14.5539275553476	1	1
CTLA4	109.021429350456	650.638890474537	12.8060867139988	93.6753890055514	1	1	1	1	1	1	544.842091145529	134.648595565349	1
CTNNAL1	23.656835697545	47.7703631907322	12.1300293294238	14.264693451006	1	1	43.7627124080456	347.103078897017	52.2406432048964	27.0157119600001	35.5357788154382	89.1095901531998	1
CTNND1	1	1	56.2232282446352	1	1	1	43.5579509933405	266.378310668665	30.3240061877438	1	1	1	13.8484692543679
CTNS	1	1	21.6150297742313	1	1	1	1	1	1	1	1	1	17.6962478223439
CTPS1	11.2987861268387	1	1	1	10.3816734497269	1	1	1	1	1	1	37.6901523325362	1
CTSE	1	1	1	1	1	1	1	1	1	1	1	1	1
CTSF	1	1	1	1	18.5303515955561	1	109.500156288568	33.0558005271018	197.088424955594	12.6170735655068	1	1	15.7144098882756
CTSH	1	15.0062455322642	493.504321622156	34.0306406368482	17.6951806761252	261.926826949499	1	95.5184539690835	33.3769953543737	157.419635892107	38.2404914012272	100.63517687282	1
CTSK	1	1	21.9201627073036	1	1	1	59.898262880479	1	369.973716406428	1	1	1	1
CTSL	1	1	304.759960931292	26.8009089262048	1	1	167.482139781652	106.324151526424	216.740098008264	1	18.0524131055157	1	34.742826801165
CTSW	596.417548943631	18.4478665807474	20.8337338672017	124.871329193967	1097.87568023824	1	1	11.6300484575668	1	35.1826506331871	54.6595450090013	224.092964901154	224.216776338033
CTSZ	1	29.14418465107	624.641064531687	1	11.5095589450244	103.540451236459	62.298744978104	60.9819054813411	96.9519842147714	137.444987015041	18.9083412149277	53.3706962027883	10.1317507052352
CTTN	1	1	1	1	1	1	62.5459599277603	81.1362382959151	54.583429225956	1	1	1	1
CTTNBP2	1	1	1	1	1	1	10.3759479938468	1	1	1	1	1	173.116622793943
CUL9	1	53.4083415566949	10.1291602003983	1	1	1	1	1	1	1	13.2232399755374	18.7295925133147	1
CX3CL1	1	1	1	1	1	1	27.8964925478694	227.307767547638	12.9103213943852	1	1	1	1
CX3CR1	1	1	10.2346837720527	1	91.733186858149	1	1	1	1	1	1	1	1
CXCL1	1	1	36.8130813945842	1	1	1	1	33.2497620713647	22.119341449433	1	1	1	1
CXCL10	1	1	45.4974385238419	1	1	1	1	1	1	19.3809238551662	1	1	1
CXCL12	1	1	1	1	1	1	98.1494455963262	30.9640400527815	353.099132504455	1	1	1	1
CXCL13	215.372603359038	32.0659726138631	1	1	1	1	1	1	1	1	4556.87825486537	762.479587582515	1
CXCL14	1	1	1	1	1	1	1	1	73.6166204165926	1	1	1	1
CXCL16	36.9756871191372	1	360.276729768896	20.7738728972633	1	25.2919950977048	19.481423174077	15.9558171475949	25.0555098241244	1	1	1	161.507157481006
CXCL17	1	1	1	1	1	1	1	1	1	1	1	1	1
CXCL2	1	1	655.22709001574	1	1	1	63.0337932569824	216.268876593461	116.710756908101	1	1	1	1
CXCL3	1	1	608.106407841454	1	1	1	15.3587846927379	64.598125841727	33.5875675361239	1	1	1	1
CXCL8	1	1	1519.22598514283	1	1	1	15.8009416971051	16.5685604377661	1	1	1	1	1
CXCL9	1	1	73.1993846712437	1	1	1	1	1	1	1	1	1	1
CXCR1	1	1	1	1	15.3050537943296	1	1	1	1	1	1	1	1
CXCR2	1	1	1	1	22.9543270206082	1	1	1	1	1	1	1	1
CXCR3	164.815689418888	100.939964666024	21.32823290362	124.587334255312	15.4101446645888	34.6167798544207	1	1	1	35.9887206574532	110.058398424836	154.521436472559	1
CXCR4	1213.71491691932	718.606634748792	282.37010699764	1357.86744797785	687.227409120469	655.677486794454	30.5563038087964	47.3835102142391	20.1799115725229	255.170394686248	683.605518269068	611.916063803283	24.4740316034021
CXCR5	1	19.0189781282119	1	1	1	67.7464324262443	1	1	1	1	1	1	1
CXCR6	132.241666979277	137.769544255342	1	74.3506963227651	1	1	1	1	1	1	110.124890763597	71.5230504417747	1
CXorf21	1	26.947428834764	32.112043255877	1	1	21.6971142831962	1	1	1	58.5235676119652	14.8885024462584	1	1
CXXC5	1	1	36.1926838686093	1	20.3634599086258	69.7565630673634	18.9986916263583	46.169107308101	25.5993598234226	74.3408146267531	1	17.9164965624952	49.1176599772723
CYB561D1	1	1	1	1	13.2005599864461	1	1	1	1	1	15.3445393116809	12.1946936785269	1
CYB561D2-1	1	16.2996585439688	1	13.1110383425678	14.0342682781204	1	1	1	1	1	16.4145039200668	1	1
CYBB	1	1	254.555847118304	1	1	112.704620632447	1	1	1	13.941348377514	1	1	1
CYBRD1	1	1	17.6366739877434	1	1	1	124.114998899889	26.691785395753	224.170763930992	1	1	1	1
CYGB	1	1	1	1	1	1	74.3099018185594	1	182.142237870889	1	1	1	1
CYP1B1	1	1	33.5265533780494	1	1	1	13.453192603845	101.640811601941	304.144918844076	1	1	1	1
CYP27A1	1	1	64.9807023434602	1	1	1	26.7268702676411	18.2467594535575	74.1295163684716	1	1	1	1
CYP2F1	1	1	1	1	11.4627107310801	1	1	1	1	1	1	1	1
CYP2S1	1	1	32.9092468398455	1	1	1	1	1	1	1	1	1	1
CYP7B1	1	1	1	1	1	1	38.5883593917022	1	104.828177540349	1	1	1	23.813892440449
CYSLTR1	1	17.2810311754461	18.3795184224318	31.6342135887618	1	78.7673794064388	1	26.2055357511271	1	24.1419770075167	56.6730130953628	11.6244610472951	26.7637059637394
CYTH4	31.9958302605507	26.1530137890448	47.2627829754165	29.0510776777255	126.883366622236	22.0435051272326	1	1	1	50.1921581830898	28.6291902881713	20.7750539540131	84.0386390742187
CYTIP	763.562516403064	881.876577009089	222.133009998819	804.991461185727	727.753446114285	606.409187629567	19.6527112878283	33.686313552048	15.2591055928465	675.910989824295	722.695591311024	396.420226188413	33.0861348070894
CYTL1	1	1	1	1	1	1	1	85.2273585476566	1	1	1	1	1
CYYR1	1	1	1	1	1	1	1	287.640295696099	1	1	1	1	1
DAAM2	1	1	1	1	1	1	50.6269563303916	1	22.6647122125715	1	1	1	1
DAB2	1	1	139.249953728217	1	12.1539855678467	1	63.2271562401575	127.632516576673	141.844878582634	1	1	1	1
DACH1	1	1	1	1	1	1	1	42.9135483928434	1	1	1	1	1
DAPK1	1	1	79.6871725611511	1	1	1	1	1	24.1124486181578	1	1	1	91.7457394916458
DAPK2	30.8294977520949	1	1	12.6409279268305	12.1464649093238	1	1	1	9.77010906646957	1	59.1953420163627	26.6855532152836	20.3097511890011
DAPP1	1	36.3311879761487	69.5157914472086	16.9600693014595	1	91.7926843431967	1	1	1	68.9667964987786	45.3758121854552	29.3120597650069	1
DBR1	11.3019597372371	11.3841808050776	1	1	1	1	1	12.5173639420524	1	1	1	10.5453226875817	1
DCAF4	1	1	1	1	1	1	1	1	1	1	1	1	14.0452386881607
DCBLD2	1	1	1	1	1	1	23.804907266645	1	37.0591611321712	1	1	1	76.5570486443159
DCC	1	1	1	1	1	1	1	1	1	14.4751829070305	1	1	1
DCHS1	1	1	1	1	1	1	1	64.0909249168238	25.3844845670416	1	1	1	1
DCN	1	1	1	1	1	1	1288.53581197895	1	4561.01047220115	1	1	1	1
DDAH1	1	1	1	1	1	1	11.8481756394508	1	19.2261285344658	1	1	1	1
DDIT4-AS1	1	1	1	1	1	1	1	1	1	1	10.1808269238767	1	12.3867016468012
DDN-AS1	1	1	11.8972249072242	1	46.4861870708016	1	1	1	1	14.5445919667221	1	1	1
DDR1	1	1	1	1	1	1	13.1613304257976	1	1	1	1	1	1
DDR2	1	1	1	1	1	1	70.2829418050981	1	85.4655621565279	1	1	1	1
DDX11	1	1	1	1	1	1	1	1	1	16.6455216555901	1	24.3375193671627	1
DDX31	1	1	1	1	1	11.2689297068298	1	1	1	1	1	1	1
DDX60L	18.3316386817192	21.0617390007683	18.7670394984267	15.8477476811846	22.7073881427175	1	1	12.6343606683066	1	1	12.0567533901318	1	1
DEF6	127.154246873491	158.860500909353	71.2538782199404	133.375385144558	140.566195443306	79.7856609033808	1	1	1	74.7507375995139	125.899732772193	139.661350047051	27.6215673085006
DENND3	1	1	48.0583131432176	1	16.2933277802191	47.2156258791434	12.7136976066345	55.7661069891699	1	37.4555874615526	13.4066342952164	16.0270589886791	1
DENND5B	1	1	1	1	1	25.7871780650482	1	13.4187145787922	10.7430925052455	60.2561250955388	1	1	1
DENND6B	13.4126810323406	24.163750357856	37.2451989732723	1	1	22.6899475787604	1	12.6622058644774	1	97.6238849898367	23.8626489953057	39.4804539062948	1
DEPDC1	1	1	1	1	1	1	1	1	1	1	1	30.2144228242795	1
DEPDC1B	1	1	1	1	1	1	1	1	1	1	1	50.1318309905151	1
DEPDC5	1	1	1	1	11.4751235516632	12.2633643356558	1	1	1	1	1	1	27.0752214710839
DEPP1	1	1	1	1	1	1	521.157338076009	663.141821055878	1141.44790524079	43.4201299140382	1	1	1
DERL3	1	1	1	1	1	32.1517697742057	11.0001444765342	1	1	2408.16735711224	1	53.7889835999849	1
